# Orbital parameters
# Apo    : Apocenter of the orbit
# Peri   : Pericenter of the orbit
# rE     : Guiding radius
# Ecc    : Eccentricity of the orbit 
# Max_Z  : Maximum vertical height
# Energy : Total energy
# Tr     : Radial period
# Tp     : Azimuthal period
# Tz     : Vertical period
# Lz     : Z-component of the angular momentum
# L      : Angular momentum
# Jacobi : Jacobi integral 
#
#
             NAME    Apo Apo_std   Peri Peri_std     rE rE_std   Ecc Ecc_std Max_Z Max_z_std     Energy Energy_std    Tr Tr_std    Tp Tp_std    Tz Tz_std       Lz  Lz_std        L    L_std      Jacobi Jacobi_std
          lp_1540  7.884   0.024  4.893    0.598  6.428  0.292 0.234   0.056 0.127     0.008 -64441.641   2546.541 0.117  0.006 0.162  0.007 0.059  0.003 1490.346 104.219  -33.889  727.464  -107333.88    476.556
          lp_1624  7.238   0.083  5.569    0.049  6.421  0.045  0.13   0.008 0.131     0.012 -64498.924    400.184 0.117  0.001 0.161  0.001 0.059  0.001 1545.416   9.496   80.373  710.984 -108979.429    159.675
           lp_198   9.76    0.04  8.107    0.091  8.943  0.064 0.093   0.004 0.024     0.011 -46730.597    362.087 0.173  0.001 0.231  0.002 0.086  0.001 2114.257  14.755   11.427  992.979  -107575.05     63.053
          lp_2059  8.889   0.055  8.054    0.005  8.475  0.029 0.049   0.003 0.087     0.004 -49477.982    173.283 0.162  0.001 0.217  0.001 0.081    0.0  2025.41   5.611   20.807  949.878  -107763.44     12.466
          lp_2094  8.861   0.064  7.327     0.04  8.104  0.047 0.095   0.003 0.127      0.01 -51798.003    303.132 0.154  0.001 0.207  0.001 0.077  0.001 1933.246    9.83  -20.473  933.605 -107427.213     34.628
          lp_2100  7.564   0.042  7.171    0.108  7.367   0.07 0.027   0.006 0.024     0.002 -56872.013    510.284 0.138  0.002 0.186  0.002 0.067  0.001  1787.13  15.973    5.583  841.307 -108299.319     51.477
          lp_2198 13.332   0.204  8.515    0.031 10.992  0.102 0.221   0.008 0.239     0.008 -36613.774    442.007 0.218  0.002 0.291  0.003 0.119  0.001 2445.046  12.617  -45.345 1174.605 -106963.681    113.697
          lp_2219  8.585   0.066  8.532     0.07   8.44  0.108 0.006   0.004 0.018     0.004 -49685.838    659.891 0.161  0.002 0.216  0.003  0.08  0.001 2022.646  23.704    3.968  953.119 -107891.961     23.221
          lp_2220  10.21   0.031  8.086    0.015  9.162  0.016 0.116   0.002 0.044     0.009 -45511.915      85.17 0.177    0.0 0.237    0.0 0.089    0.0  2150.77   2.844   -3.516 1020.658  -107405.15     21.722
          lp_2238  7.885   0.011  7.193    0.112  7.552  0.057 0.046   0.008 0.265     0.025 -55536.143    402.247 0.142  0.001 0.192  0.002 0.077  0.001 1818.461  13.977  131.213  828.422 -107875.762     32.111
           lp_403  8.003   0.006  7.977    0.009  8.397  0.032 0.002     0.0 0.066     0.005 -49951.687    195.805  0.16  0.001 0.215  0.001  0.08    0.0  2008.92   6.226   21.594   944.18 -107761.989     17.702
           lp_589 11.998   0.053  8.682    0.015 10.376  0.032  0.16   0.002  0.22     0.003 -39379.732    148.645 0.205  0.001 0.272  0.001  0.11  0.001 2372.496   5.405   -2.762 1130.249 -107655.585     21.629
           lp_658 13.966   0.414 10.585    0.117 12.312  0.268 0.137    0.01 0.428      0.03 -31295.059   1005.185 0.248  0.006  0.33  0.008 0.155  0.007 2769.515  46.145   94.807 1275.823   -111015.7    325.702
           lp_861  6.303   0.067  5.017    0.135  5.671  0.097 0.113   0.009 0.069     0.006 -71745.032   1023.324 0.101  0.002 0.142  0.002  0.05  0.001 1376.336  25.998   22.792   639.24  -111361.69    278.386
           lp_866  8.251   0.101  6.323    0.068  7.306  0.073 0.132   0.006 0.163     0.015 -57323.035    543.448 0.136  0.002 0.185  0.002 0.069  0.001 1742.758  15.889   82.093   797.41 -107496.211    120.616
           lp_930   17.6   0.243 10.168    0.044 14.018  0.148 0.268   0.005 0.365      0.03 -25386.606      473.4 0.286  0.003 0.381  0.005 0.169  0.003 2962.878  20.724  -18.238 1435.355 -110642.756      129.0
           lp_947  9.841   0.039  6.769     0.08   8.34  0.055 0.185   0.005 0.154     0.012 -50301.694    341.455 0.159  0.001 0.214  0.002 0.082  0.001 1937.819  14.121   88.092  890.735 -106069.514     79.082
          lynga_1  7.079   0.092  6.939    0.153  7.009  0.119 0.011   0.006 0.014     0.007 -59589.367    936.872  0.13  0.003 0.177  0.003 0.063  0.001 1707.835   27.17    6.556  803.555 -108736.686    155.115
          lynga_2  8.372   0.167  7.449    0.081  7.911  0.123 0.058   0.005 0.037      0.01 -53062.823    821.468  0.15  0.003 0.202  0.003 0.074  0.001  1902.51  25.986   21.289  892.395 -107809.493     74.762
          lynga_4  8.663   0.365  7.234    0.116  7.958  0.238 0.089   0.014 0.083     0.007 -52750.708   1589.916 0.151  0.005 0.203  0.007 0.075  0.003 1904.368  47.723  -13.751  909.923 -107547.471    221.704
          lynga_5  8.116    0.13  6.512     0.04  7.322  0.083  0.11   0.006 0.038     0.007 -57205.641    613.511 0.136  0.002 0.185  0.002 0.067  0.001 1758.803  16.505    2.483  832.887 -107806.623    141.525
          lynga_6  6.604   0.029  6.596    0.029  6.836  0.099 0.001     0.0 0.033     0.001 -60974.712    803.886 0.126  0.002 0.172  0.003 0.062  0.001 1666.167  20.716     5.35  785.607 -108920.165    209.204
          lynga_9 10.702     0.1  7.749    0.015  9.254  0.046  0.16   0.005 0.104     0.003 -45010.613    248.063 0.179  0.001  0.24  0.001 0.091  0.001  2145.52   6.236  -10.004  1026.09 -106754.889      72.59
          l_1641s  8.998   0.011  8.921     0.01 11.326  0.072 0.004     0.0 0.231     0.004 -35196.813    301.356 0.225  0.002 0.301  0.002 0.142  0.002 2449.233  11.249   47.884 1194.644 -105680.732     27.702
        mamajek_1   8.31   0.004  8.306    0.001  8.032  0.028   0.0     0.0 0.009     0.001  -52263.75     180.17 0.152  0.001 0.205  0.001 0.075    0.0 1932.565    6.44   29.102  903.697 -107877.293      5.902
      melotte_101  7.899   0.008  6.866     0.12  7.391   0.06  0.07   0.009 0.192     0.008 -56692.308    438.855 0.138  0.001 0.187  0.002 0.071  0.001 1781.981  15.337   24.278  849.252 -107965.071      8.306
      melotte_105  7.782   0.059  6.229    0.691  7.018  0.346 0.111   0.054 0.077     0.008 -59522.217   2691.531  0.13  0.008 0.177  0.009 0.064  0.004 1689.597  96.597    6.431  804.085 -108125.749    141.499
       melotte_66 13.127   0.127  9.157    0.085 11.215  0.093 0.178   0.005 1.357     0.026 -35660.772    391.188 0.223  0.002   0.3  0.003 0.185  0.003   2483.6  17.826  268.763 1129.049 -107146.324    158.623
       melotte_71 11.756   0.095  9.653    0.018 10.724  0.052 0.098   0.004 0.311     0.014  -37794.04    233.603 0.213  0.001 0.283  0.002 0.121  0.001  2475.43   9.133  -65.494 1205.176 -109032.135     34.455
       melotte_72 13.197    0.29  9.657    0.091  11.47  0.192 0.155   0.007 0.401     0.027 -34598.355    785.242 0.229  0.004 0.305  0.006 0.137  0.004 2592.261   33.19  107.972 1210.415 -109181.575    174.674
         moffat_1  6.624   0.063  6.599    0.066  6.629  0.101 0.002   0.001 0.018     0.004 -62696.783    861.411 0.121  0.002 0.167  0.003 0.059  0.001 1621.171  23.285    3.678   764.29 -109348.709     191.41
         muzzio_1  8.549   0.016  8.533    0.015  9.173  0.454 0.001     0.0  0.01     0.002 -45449.678   2470.027 0.178   0.01 0.237  0.013 0.089  0.006 2168.575  82.467    9.492 1019.763 -107859.718    118.475
         ngc_1647 10.264   0.048  8.671     0.01  9.478  0.028 0.084   0.002 0.164     0.004 -43820.111    148.089 0.185  0.001 0.246  0.001 0.096    0.0 2227.384   5.272   33.845 1051.432 -107918.514      5.679
         ngc_1817 11.987   0.062  8.845    0.041 10.455   0.04 0.151   0.003 0.447     0.008 -39013.503    186.816 0.206  0.001 0.275  0.001 0.125  0.001 2388.284   7.824   87.255 1089.267 -107738.641     64.212
         ngc_1977  8.663   0.007  8.457     0.01  8.567  0.022 0.012     0.0 0.098     0.003 -48917.718    130.573 0.164    0.0  0.22  0.001 0.083    0.0 2047.832   4.698    23.45  957.434  -107846.83      5.175
         ngc_1980  8.636   0.004  8.608    0.004  8.659  0.015 0.002     0.0 0.093     0.002 -48372.047     86.777 0.166    0.0 0.223    0.0 0.083    0.0 2068.448    3.09   21.974  971.345 -107896.367      2.641
         ngc_2112 11.649   0.082  9.129    0.015 10.411  0.047 0.121   0.003 0.219     0.004 -39217.902     217.65 0.206  0.001 0.273  0.001 0.111  0.001 2403.289   8.013   48.269 1120.085  -108375.23     19.291
         ngc_2141 13.179   0.284 11.988    0.146 12.589  0.155 0.048   0.013 0.423     0.023 -30270.934    565.447 0.255  0.004 0.338  0.005 0.161  0.004 2867.801  29.297   94.637 1318.909 -112784.195    283.887
         ngc_2158  12.32    0.11 11.069    0.267 11.699  0.154 0.053   0.012 0.363     0.067 -33670.978    615.696 0.235  0.004 0.312  0.005 0.142  0.007 2687.923  32.919  165.334 1238.546 -111025.479     339.03
         ngc_2168  9.955    0.04  8.596    0.033  9.284  0.036 0.073   0.001  0.16     0.012 -44848.573    192.631  0.18  0.001 0.241  0.001 0.093  0.001 2190.158    7.48  -15.922 1056.824 -107877.292      25.05
         ngc_2169  9.272   0.052  9.219    0.027  9.608  0.154 0.003   0.002 0.017     0.002 -43142.455    785.565 0.188  0.003  0.25  0.004 0.094  0.002 2266.031  25.813    6.517 1065.782 -108322.627      98.44
         ngc_2183  8.977   0.024  8.827    0.029  8.783  0.073 0.008   0.001 0.129     0.006 -47644.813    424.963 0.169  0.002 0.226  0.002 0.092  0.002 2079.461  16.912  128.046   942.76 -107477.874     86.944
         ngc_2184  9.145   0.022  8.099    0.036  8.627  0.024 0.061   0.002 0.086     0.003  -48563.51    139.833 0.166  0.001 0.222  0.001 0.083    0.0 2055.647   5.295   19.552  960.212 -107722.216     16.916
         ngc_2186 10.615   0.157  9.213    0.055  9.927  0.094 0.071   0.007   0.2     0.016 -41535.933    460.721 0.195  0.002 0.259  0.003 0.104  0.002 2324.132  17.512   44.993 1082.611 -108415.849     58.212
         ngc_2194   11.8   0.133 10.042    0.102 10.933  0.088 0.081   0.007 0.106     0.018 -36871.165    383.401 0.217  0.002 0.289  0.003 0.113  0.001 2529.107  17.593   15.224 1198.174 -109661.945    139.085
         ngc_2204 12.364   0.117 10.466    0.113 11.444  0.101 0.083   0.005  1.23     0.021 -34706.392     414.23 0.229  0.002 0.306  0.003 0.189  0.003 2591.471  20.543  270.506 1146.762  -109279.41    183.579
         ngc_2215 10.397   0.034  8.221    0.019  9.325   0.02 0.117   0.002 0.149     0.004 -44631.287    106.583 0.181    0.0 0.242  0.001 0.093    0.0 2182.935   3.791   30.845  1025.97 -107448.578     24.528
         ngc_2225 11.305   0.368 10.336    0.085 10.841  0.186 0.044   0.017 0.489     0.017 -37276.236    815.402 0.215  0.004 0.286  0.006 0.137  0.004 2510.041  34.429  109.626 1161.244 -109508.826    180.272
         ngc_2236 11.673   0.089 10.084    0.045 10.886  0.064 0.073   0.002 0.067     0.015 -37074.553    282.143 0.216  0.001 0.287  0.002 0.111  0.001   2523.4  12.591   27.106 1180.175 -109688.709     81.436
         ngc_2243 16.501   0.266 10.563    0.022 13.637  0.141 0.219   0.008 1.679     0.036 -26627.461     464.75 0.278  0.003 0.373  0.004 0.249  0.004 2912.883  17.864  281.796   1357.5 -110460.076     68.502
         ngc_2244   9.49   0.032  9.473    0.033  9.836  0.092 0.001     0.0 0.014     0.001 -41988.814    457.447 0.193  0.002 0.256  0.003 0.097  0.001 2314.905  17.916   21.187 1085.347 -108600.422     60.388
         ngc_2251  9.713   0.044  8.146    0.065   8.94  0.033 0.088   0.005 0.035     0.004 -46748.313    187.781 0.173  0.001 0.231  0.001 0.086    0.0 2115.135   7.868    4.848  997.745 -107620.057     56.604
         ngc_2254 10.527   0.086  9.274    0.164  9.903  0.096 0.063   0.009 0.043     0.009 -41654.477    476.885 0.194  0.002 0.258  0.003 0.098  0.001 2324.029  21.581   -8.272 1101.399 -108532.722    152.212
         ngc_2259 11.683   0.195  9.572    0.234 10.643  0.209 0.099   0.006 0.157     0.014 -38157.348    939.862 0.211  0.005  0.28  0.006 0.111  0.003  2460.91  44.137   12.795 1165.938 -109015.061    333.859
         ngc_2264  9.729   0.203  9.695    0.195   9.31   0.13 0.002     0.0 0.134      0.02 -44708.973    692.205 0.181  0.003 0.241  0.004 0.098  0.005 2198.404  23.957  128.224 1010.847 -107981.963     96.541
         ngc_2266 12.553   0.092 11.135    0.057 11.864  0.069  0.06   0.003 0.683     0.009 -33016.553     269.88 0.239  0.002 0.317  0.002 0.168  0.002 2708.898  13.386   28.466 1306.789 -110970.872     116.42
         ngc_2269 10.554   0.121  9.814    0.197 10.186  0.159 0.036   0.004 0.107     0.022 -40275.745    755.119 0.201  0.004 0.267  0.005 0.103  0.003 2387.511  33.219    58.91 1113.494 -108984.996    201.139
         ngc_2286 10.309   0.113  8.622    0.089  9.473  0.089 0.089   0.005 0.056     0.007 -43844.469    468.518 0.184  0.002 0.246  0.003 0.093  0.001 2226.673  18.463    9.685 1050.422 -107916.715     79.378
         ngc_2287  9.109   0.019  8.471    0.025  8.796  0.019 0.036   0.001 0.211     0.009 -47574.022    108.059 0.169    0.0 0.227  0.001  0.09  0.001 2092.993   3.915  107.122  954.578 -107806.016     11.716
         ngc_2301  9.117   0.014   8.69    0.048  8.904  0.026 0.024   0.003 0.042     0.005 -46951.253    146.277 0.172  0.001  0.23  0.001 0.085    0.0 2121.242   5.678   15.704  997.987 -107992.427     17.621
         ngc_2302  9.289   0.037  8.747    0.138  9.018  0.075  0.03   0.008 0.053     0.009 -46307.187     421.33 0.174  0.002 0.233  0.002 0.087  0.001 2144.735  16.763   25.143 1002.595 -108024.844     62.535
         ngc_2304 12.257   0.131 10.387    0.129 11.347   0.12 0.083   0.005  0.65     0.021 -35107.692    499.517 0.227  0.003 0.302  0.004 0.155  0.003 2596.852  24.149   -30.59 1265.646 -109835.231    201.101
         ngc_2309 10.382   0.047   8.66    0.089  9.528  0.057  0.09   0.005 0.092     0.013 -43554.891    298.236 0.186  0.001 0.248  0.002 0.094  0.001 2237.064  13.108   37.943 1041.269  -107935.92     86.393
         ngc_2311  9.943   0.108  8.545    0.701  9.337  0.338 0.076    0.04 0.019     0.013  -44562.59    1772.89 0.181  0.008 0.242   0.01 0.091  0.004 2174.033 105.098    3.423 1026.727 -107153.982   1340.437
         ngc_2318 10.556   0.071  8.441    0.038  9.514  0.047 0.111   0.003 0.168     0.018 -43629.743    243.264 0.185  0.001 0.247  0.001 0.096  0.001 2224.663    8.91   82.053 1023.656 -107644.607     44.543
         ngc_2323 10.391    0.06  8.678    0.028  9.544   0.04  0.09   0.002 0.044     0.016 -43476.332    209.106 0.186  0.001 0.248  0.001 0.093  0.001 2241.203   7.886    -3.53 1063.259  -107967.05     24.994
         ngc_2324 12.977   0.207 11.375    0.113 12.181  0.145 0.066   0.006 0.311     0.013 -31791.721    550.444 0.246  0.003 0.326  0.004 0.145  0.003 2783.104  27.943  -30.562 1336.906 -111891.578    257.249
         ngc_2335   9.53   0.029   7.72    0.056  8.635  0.039 0.105   0.003 0.017      0.01 -48513.765    231.378 0.166  0.001 0.222  0.001 0.082  0.003 2044.718   9.116   10.385  961.121 -107351.929     36.978
         ngc_2343  9.816   0.032  8.644    0.023  9.237  0.025 0.063   0.001 0.117     0.009 -45104.994    134.172 0.179  0.001 0.239  0.001 0.091    0.0 2183.734   5.139   -7.561 1047.998 -107948.623     17.325
         ngc_2345 10.089   0.072  8.913    0.212   9.51  0.126 0.062   0.011 0.061     0.006 -43649.634    654.858 0.185  0.003 0.247  0.004 0.093  0.002 2242.139  28.487   15.431 1051.824 -108176.934    169.109
         ngc_2353 10.349   0.269  8.949     0.03  9.655   0.13 0.073   0.014 0.075     0.009 -42904.132    664.338 0.189  0.003 0.251  0.004 0.095  0.002 2269.678  23.052  -12.661 1081.683 -108208.218     25.392
         ngc_2354  9.141   0.021  8.683    0.043  8.916  0.026 0.026   0.002 0.159     0.008 -46883.973    148.829 0.172  0.001  0.23  0.001 0.089  0.001 2121.492    5.63   59.408  977.786 -107932.807     15.543
         ngc_2355 10.845   0.081  9.695    0.043 10.288  0.058 0.056   0.003  0.54     0.022 -39792.971    273.431 0.203  0.001  0.27  0.002 0.131  0.002 2390.926  10.957  167.585 1111.272 -108596.486     44.378
         ngc_2358  9.064   0.028  8.476    0.034  8.772  0.027 0.034   0.002 0.033     0.006 -47713.237    159.247 0.169  0.001 0.226  0.001 0.084    0.0 2091.954   5.909    0.037  991.016 -107914.471     12.134
         ngc_2360  9.962   0.059  9.038    0.008  9.512  0.031 0.049   0.003 0.357     0.016 -43641.533     160.41 0.185  0.001 0.247  0.001 0.107  0.001  2237.53   5.812  -17.932 1106.784 -108028.801     18.013
         ngc_2362  9.116   0.049  9.083    0.041  9.292   0.22 0.002   0.001 0.096     0.006 -44806.214    1185.02 0.181  0.005 0.241  0.006 0.092  0.003 2201.919  44.023   25.976 1028.377 -108170.886     86.174
         ngc_2367  9.582   0.086  9.487    0.089  8.552  0.138 0.005     0.0 0.101     0.008 -49011.713    828.749 0.164  0.003  0.22  0.004 0.082  0.002 2007.859   33.45   21.644   942.64 -106799.279    134.461
         ngc_2374  9.355   0.029   8.07    0.069  8.722  0.047 0.074   0.003 0.214     0.015 -48000.449    277.539 0.168  0.001 0.224  0.001 0.089  0.001 2069.559  10.521  124.146  947.761 -107563.022     29.133
         ngc_2383 10.675   0.062   9.79    0.179 10.233  0.118 0.043   0.007 0.134     0.014 -40052.712    558.494 0.202  0.003 0.268  0.003 0.105  0.002 2395.726  25.442   39.619 1113.614 -108996.958    174.131
         ngc_2396 11.106   0.089  8.832    0.037  9.987  0.061 0.114   0.003 0.114     0.007 -41241.521    298.341 0.196  0.001 0.261  0.002 0.101  0.001 2321.584  11.548   19.628 1095.392 -108058.688     40.911
         ngc_2401 11.457   0.735 10.824    0.869 11.193  0.611 0.043   0.035 0.172     0.014  -35752.72    2543.65 0.223  0.014 0.296  0.018 0.121  0.009 2591.824  130.73  -16.333 1239.545 -110356.936   1247.762
         ngc_2420 11.478    0.04  8.308    0.051  9.948  0.044  0.16   0.002  0.92     0.011 -41430.087    216.687 0.195  0.001 0.262  0.001 0.142  0.001 2257.875    9.82  -89.015   1128.7 -106401.242     66.785
         ngc_2421 10.631   0.185  7.868    0.291  9.287  0.242 0.149    0.01 0.115     0.022 -44834.631   1296.829  0.18  0.005 0.241  0.007 0.092  0.004 2157.765  55.046   69.456   1001.2 -106928.552    290.205
         ngc_2422  8.646   0.003  7.895    0.031  8.321  0.018 0.045   0.002 0.071     0.005 -50425.076     114.31 0.159    0.0 0.213  0.001 0.079    0.0 1992.274   4.226   30.459  934.759 -107757.707      9.368
         ngc_2423  9.386   0.021  7.792    0.036  8.599   0.02 0.093   0.003  0.09     0.003  -48731.11    118.432 0.165    0.0 0.221  0.001 0.083    0.0 2040.599   4.757   15.754  962.638  -107452.97     27.786
         ngc_2425 11.587   0.202   8.37    0.249  10.02  0.223 0.162   0.007 0.455     0.055 -41079.608   1080.681 0.197  0.005 0.262  0.007  0.12  0.006 2291.945  47.874  197.756 1038.526 -107031.679     303.95
         ngc_2428  9.415   0.038  8.326    0.079  8.875  0.057 0.061   0.003 0.098     0.004 -47118.555     325.55 0.171  0.001 0.229  0.002 0.086  0.001 2108.314  12.678   13.896  995.621 -107787.338     39.976
         ngc_2432  9.405   0.041  7.987    0.078  8.707  0.057 0.082   0.003 0.186     0.011 -48092.587    332.461 0.167  0.001 0.224  0.002 0.088  0.001 2064.851   12.82  -32.728 1004.445 -107517.702     40.407
         ngc_2437  9.435   0.019   8.48    0.069  8.967  0.041 0.053   0.004 0.264     0.016 -46593.295    232.568 0.173  0.001 0.231  0.001 0.095  0.001 2124.864    9.21  130.062  976.502 -107743.512     37.716
         ngc_2439 10.288    0.07 10.174     0.09 10.058  0.145 0.006   0.001 0.245     0.008 -40893.969    703.042 0.198  0.003 0.263  0.004  0.11  0.003 2358.526  30.628   67.722 1090.189 -108762.768    178.502
         ngc_2447  9.705   0.053  8.856    0.007  9.284  0.029 0.046   0.003 0.079     0.009 -44848.727    154.034  0.18  0.001  0.24  0.001 0.091    0.0 2198.239   5.567  -11.775 1049.206 -108105.749      7.671
         ngc_2448  9.043   0.046  8.854    0.045  8.946  0.041 0.011   0.002 0.023     0.005 -46712.151    231.958 0.173  0.001 0.231  0.001 0.086  0.001 2131.071   8.713    5.149 1004.636 -108039.573     18.964
         ngc_2453 10.405   0.142  9.129    0.348  9.989  0.298 0.065   0.012  0.04     0.013 -41231.923   1451.498 0.196  0.007 0.261  0.009 0.099  0.004 2334.845  64.811    0.069 1107.346 -108411.608    414.366
         ngc_2455 10.225   0.162  9.063    0.305  9.653  0.232  0.06   0.009 0.148     0.012 -42910.224   1179.777 0.189  0.005 0.251  0.007 0.098  0.004 2271.061  50.262   29.274 1070.875 -108270.022    267.182
         ngc_2477 10.227   0.015  8.225     0.03   9.24  0.016 0.108   0.002 0.131     0.008 -45085.292     86.048 0.179    0.0 0.239    0.0 0.092    0.0   2169.3   3.865   32.868 1007.886 -107512.061     31.769
         ngc_2479  9.257   0.021  8.748     0.06  9.009  0.039 0.028   0.003 0.244      0.01 -46358.133     219.84 0.174  0.001 0.233  0.001 0.094  0.001  2138.29   8.345   106.32  990.308 -107893.476     22.276
         ngc_2482  9.049   0.029  8.601    0.089  8.828  0.059 0.025   0.004 0.149     0.012 -47388.391    338.622  0.17  0.001 0.227  0.002 0.088  0.001 2102.916   12.65   81.422  974.796 -107904.505     26.223
         ngc_2489  9.398   0.087  8.413    0.108  8.911  0.091 0.055   0.004 0.032     0.015 -46912.102    518.206 0.172  0.002  0.23  0.003 0.085  0.001 2117.887  19.708   19.822  993.132 -107859.481      54.09
         ngc_2506 13.374   0.155  9.768    0.058 11.625  0.096 0.156   0.005 0.871     0.033 -33968.737    387.115 0.233  0.002 0.311  0.003  0.17  0.003 2605.656  16.774 -142.678 1304.036 -108962.009    118.663
         ngc_2509  9.882   0.018   8.25    0.056  9.083  0.033  0.09   0.003 0.326     0.008 -45946.821     182.28 0.176  0.001 0.235  0.001 0.099  0.001 2137.391   7.767   95.355  996.686  -107454.31     45.012
         ngc_2516  8.324     0.0  7.385    0.015  7.859  0.007  0.06   0.001 0.092     0.004 -53415.519     48.667 0.148    0.0   0.2    0.0 0.074    0.0 1889.937   1.855   18.103  892.416 -107802.251      4.826
         ngc_2527  8.775   0.015  7.642    0.022  8.214  0.016 0.069   0.001   0.1     0.007 -51095.009    104.536 0.156    0.0  0.21    0.0 0.078    0.0 1964.871   3.722   -14.59  942.533 -107639.349      7.513
         ngc_2533 12.186   0.367  9.681    0.072 10.956  0.223 0.115   0.011 0.201     0.013 -36772.616    966.876 0.218  0.005 0.289  0.007 0.117  0.003  2517.63  39.225  -45.554 1215.889  -109227.41    162.941
         ngc_2539  9.352   0.024  8.318     0.04  8.846  0.024 0.058   0.003 0.281     0.005 -47285.251    138.071 0.171  0.001 0.228  0.001 0.094  0.001 2097.391   5.337    7.968 1002.145 -107642.793     22.506
         ngc_2546  9.135    0.05  8.485    0.015  8.812   0.03 0.037   0.002 0.038     0.006 -47477.183     173.51  0.17  0.001 0.227  0.001 0.084    0.0 2100.139   6.113   -1.463  995.956 -107914.623      5.419
         ngc_2547  8.638   0.012  8.385      0.0  8.479  0.008 0.015   0.001 0.055     0.005 -49448.711      46.97 0.162    0.0 0.217    0.0  0.08    0.0 2030.448   1.641   28.906   948.34 -107879.933      3.389
         ngc_2548  9.709   0.155  8.673    0.019  9.199  0.076 0.056   0.008  0.28     0.007 -45310.125    413.298 0.178  0.002 0.238  0.002 0.099  0.001 2172.898  14.344  -59.336 1056.479 -107839.545      13.06
         ngc_2567  9.137   0.041  8.282    0.065  8.713  0.051 0.049   0.002 0.117     0.003 -48052.993     297.47 0.168  0.001 0.224  0.001 0.085  0.001 2075.988  11.117  -10.986  988.231 -107795.049     24.052
         ngc_2580 10.404   0.143  8.449    0.241  9.447  0.188 0.104   0.008 0.281     0.015 -43979.523    989.946 0.184  0.004 0.245  0.005 0.101  0.003 2210.371  41.919    43.72  1043.78 -107590.271    220.179
         ngc_2587 11.585   0.576  9.904    0.132 10.756  0.356 0.078   0.018 0.387     0.047  -37650.57   1574.077 0.213  0.008 0.284  0.011 0.127  0.008 2487.891  65.095  119.982 1156.296 -109230.332    300.538
         ngc_2627  9.378   0.028    8.5    0.038  8.951  0.027 0.049   0.002 0.279     0.007 -46688.563    150.402 0.173  0.001 0.231  0.001 0.095  0.001 2121.682   5.743  -66.878 1034.305 -107742.631     19.618
         ngc_2635 10.478   0.113  8.236    0.211  9.381  0.157  0.12   0.008 0.339     0.012 -44330.356    834.643 0.182  0.004 0.244  0.005 0.103  0.003  2187.63  35.909   31.811 1039.474 -107279.566    203.179
         ngc_2658 10.106    0.07  8.394    0.115  9.271  0.086 0.092   0.005 0.414     0.009 -44919.518    461.012  0.18  0.002 0.241  0.002 0.106  0.002 2172.702    19.0   -14.28  1051.55  -107444.79     93.126
         ngc_2659  9.678   0.183  8.747    0.026  9.218  0.103 0.051   0.008  0.05     0.012 -45205.145     557.93 0.179  0.002 0.239  0.003 0.089  0.001 2183.662  19.944   21.306 1021.499 -108043.868     18.473
         ngc_2660  9.493   0.064   8.81    0.042  9.161  0.049 0.038   0.002 0.336     0.023  -45519.65    268.025 0.178  0.001 0.237  0.001 0.101  0.002 2165.873   9.959  -25.488 1069.762 -107846.683     32.856
         ngc_2669  8.475    0.01  7.682    0.018  8.082  0.008 0.049   0.002 0.101     0.005 -51938.157     52.593 0.153    0.0 0.206    0.0 0.077    0.0 1940.533    1.91   17.182  917.969 -107780.551      7.237
         ngc_2670  9.626   0.297  8.446    0.019   9.04  0.157 0.065   0.015 0.112      0.01 -46185.385     871.48 0.175  0.003 0.233  0.005 0.089  0.002 2141.946  29.329   48.633  993.371 -107825.608      30.08
         ngc_2671 10.053   0.086  7.884     0.04  8.985  0.056 0.121   0.004 0.078     0.011 -46494.701    316.393 0.173  0.001 0.232  0.002 0.087  0.001 2111.278   10.85  -16.596 1007.089 -107247.449     40.269
         ngc_2682   9.38   0.028  7.919    0.027  8.673  0.025 0.084   0.001 0.521     0.012 -48288.627    149.961 0.167  0.001 0.224  0.001 0.104  0.001 2042.797    5.38  111.067  964.092 -107070.544     27.578
         ngc_2818 11.178   0.151  9.225     0.03 10.227  0.091 0.096   0.005 0.583     0.016 -40080.494    433.514 0.202  0.002 0.269  0.003 0.132  0.002 2363.895  16.263  -45.489 1159.403 -108108.349     36.489
         ngc_2925  8.767   0.226  8.293     0.01  8.531  0.116 0.028   0.013 0.016     0.004 -49139.449    695.457 0.163  0.003 0.219  0.003 0.081  0.001 2041.139  23.422   -3.126  965.223  -107877.66     22.174
         ngc_2972  8.597   0.026  7.483    0.058  8.046  0.038 0.069   0.003 0.112     0.009 -52174.991    250.539 0.153  0.001 0.205  0.001 0.077  0.001 1928.151   8.883   46.982  900.324 -107662.984     16.306
         ngc_3033  8.256   0.007  6.819    0.042  7.545  0.022 0.095   0.003 0.083     0.008 -55580.974    154.886 0.141    0.0 0.192  0.001  0.07    0.0 1812.099   5.701   45.692  839.602 -107726.613     14.272
         ngc_3105  9.882   0.687  9.579    0.591   9.02  0.864 0.023   0.012 0.071     0.035 -46297.333   4484.339 0.174  0.019 0.233  0.025 0.087  0.012 2127.977 186.371   34.812 1013.506 -107550.562    904.603
