# Orbital parameters
# Apo    : Apocenter of the orbit
# Peri   : Pericenter of the orbit
# rE     : Guiding radius
# Ecc    : Eccentricity of the orbit 
# Max_Z  : Maximum vertical height
# Energy : Total energy
# Tr     : Radial period
# Tp     : Azimuthal period
# Tz     : Vertical period
# Lz     : Z-component of the angular momentum
# L      : Angular momentum
# Jacobi : Jacobi integral 
#
#
             NAME    Apo Apo_std   Peri Peri_std     rE rE_std   Ecc Ecc_std Max_Z Max_z_std     Energy Energy_std    Tr Tr_std    Tp Tp_std    Tz Tz_std       Lz  Lz_std        L    L_std      Jacobi Jacobi_std
          ubc_444 11.216   0.145  8.483    0.018  9.872  0.074 0.138   0.007 0.086     0.012 -41806.861    365.452 0.193  0.002 0.258  0.002 0.098  0.001 2285.612  11.432   47.248 1066.348 -107588.755     47.432
          ubc_445 10.592   0.162  8.472    0.107  9.547  0.127 0.111   0.005  0.21     0.024 -43457.302    658.444 0.186  0.003 0.248  0.004 0.099  0.003 2230.227  25.273   97.395 1032.487 -107642.886     95.003
          ubc_447 10.261   0.154   8.97     0.19  9.621  0.168 0.067   0.005 0.095     0.023 -43078.225    860.977 0.188  0.004  0.25  0.005 0.096  0.003 2263.692  35.615   56.902 1051.734 -108219.244    167.086
          ubc_453 10.964   0.139  9.782    0.298 10.194  0.205 0.057   0.009 0.206     0.012 -40241.159    977.961 0.201  0.005 0.267  0.006 0.108  0.003 2376.839  45.046   30.047 1125.541 -108647.182    319.522
          ubc_457  9.998   0.107  7.942    0.276  9.135  0.207 0.115   0.013 0.143     0.026 -45661.251   1134.596 0.177  0.005 0.236  0.006 0.092  0.004 2137.294  48.056   44.977  993.108 -107163.027    249.342
          ubc_458 12.398   0.694 10.414    0.262 11.418  0.481 0.087   0.015 0.263     0.044 -34813.887   1961.753 0.228  0.011 0.303  0.014 0.128   0.01 2623.203  89.622  106.273 1217.861 -110297.986    618.501
          ubc_459  9.863   0.109  7.811    0.156  8.852   0.13 0.116   0.005 0.118     0.008 -47247.453    743.071  0.17  0.003 0.228  0.004 0.087  0.002 2084.675  29.311  -27.619 1000.672 -107244.111    105.281
          ubc_466 11.081   0.208   8.02    0.426  9.583  0.313  0.16   0.017  0.35      0.04 -43270.526   1607.758 0.187  0.007 0.249  0.009 0.109  0.007 2207.306  73.968  -49.046 1096.121 -106780.617    522.637
          ubc_467 11.817   0.215  8.966    0.374 10.431  0.292 0.137   0.012 0.596     0.057 -39126.133   1348.556 0.206  0.007 0.275  0.009 0.136  0.008 2384.789  64.527   204.23 1083.653 -107760.043    509.283
          ubc_468 10.461   0.633 10.097    0.447 10.633  1.051 0.018   0.008  0.14     0.034 -38201.839    4413.66 0.211  0.024  0.28  0.031 0.111  0.018 2474.439  194.08   36.761 1177.968 -109409.742   1186.324
          ubc_471 10.527   0.326  9.544    0.438 10.043  0.377  0.05    0.01 0.015      0.01 -40966.699   1824.122 0.197  0.009 0.262  0.011 0.099  0.005 2356.472  79.878    0.851 1114.487 -108777.149    475.291
          ubc_472  10.83    0.08   8.26    0.022  9.566  0.046 0.135   0.003 0.088     0.008 -43362.437    240.296 0.186  0.001 0.249  0.001 0.094  0.001 2225.266   8.132    1.894 1058.897 -107395.003      29.85
          ubc_473 10.508   0.218  8.998    0.544  9.761  0.378 0.078    0.02 0.154     0.033 -42360.881   1888.582 0.191  0.009 0.254  0.011   0.1  0.006  2288.92  83.836   83.903 1053.928 -108227.192    525.823
          ubc_474 11.665   0.563 10.135    0.183 10.909  0.375  0.07   0.015 0.166     0.012  -36975.24   1632.235 0.217  0.008 0.288  0.011 0.116  0.006 2527.415   71.47   -5.179 1204.135 -109707.295    425.322
          ubc_478   9.47   0.129   8.88    0.104  9.187  0.114 0.033   0.003 0.405      0.02 -45374.265      622.3 0.178  0.003 0.238  0.003 0.106  0.003 2168.854  23.312   47.898  1042.98 -107792.801     50.486
          ubc_480  8.444   0.287  8.234    0.374  8.226  0.334 0.026   0.021  0.06     0.007  -51021.88    2089.45 0.157  0.007  0.21  0.009 0.077  0.004 1975.248  73.959   13.627  930.424 -107849.444     67.529
          ubc_482  8.771   0.252  8.655    0.308  8.748  0.725 0.018   0.017 0.045     0.011 -47850.902   4117.208 0.168  0.016 0.225  0.021 0.084  0.009 2088.509   150.9    17.38   981.51 -107921.987    325.226
          ubc_488 10.169   0.815  9.092    0.628  9.714  0.677 0.064   0.018 0.273     0.035 -42600.724   3328.114  0.19  0.015 0.253   0.02 0.106  0.012 2278.489 138.715   49.833 1080.708 -108192.205    669.814
          ubc_492  8.695   0.069  8.058    0.017  8.402  0.037 0.038   0.004 0.149     0.005 -49924.201    226.211 0.161  0.001 0.215  0.001 0.082  0.001  2009.68   7.404  -33.514  965.342 -107756.747      15.52
          ubc_493  8.523    0.04  8.074    0.028  8.301  0.013 0.027   0.004 0.096     0.005 -50550.316     80.439 0.158    0.0 0.212    0.0 0.079    0.0 1990.765   2.543   23.028  932.452  -107841.61     12.935
          ubc_494  8.601   0.085  8.139    0.211  8.378  0.145 0.028   0.009  0.24     0.022 -50066.768     888.01  0.16  0.003 0.215  0.004 0.086  0.003  2003.31  31.248   70.062  922.194 -107718.594     17.312
          ubc_495  8.646   0.095  7.912    0.191  8.287  0.139 0.044   0.008 0.197     0.016  -50637.29    859.417 0.158  0.003 0.212  0.004 0.082  0.002 1982.813  30.439   37.184  934.476  -107705.16     26.021
          ubc_498  9.155   0.072  8.049     0.02  8.607  0.043 0.064   0.003 0.102     0.013 -48679.552    254.341 0.165  0.001 0.221  0.001 0.083  0.001 2050.428   8.287   31.024  955.387 -107685.975     19.297
            ubc_5  7.894   0.135  7.693    0.144  7.795  0.109 0.017   0.011 0.133     0.008  -53848.61    739.582 0.147  0.002 0.198  0.003 0.074  0.001 1880.859  24.141  -19.483  908.417 -107971.529     50.925
          ubc_502  8.163   0.014  7.138    0.028  7.655  0.017 0.067   0.002 0.009     0.007 -54810.164    118.718 0.144    0.0 0.194    0.0  0.07  0.004 1844.559   4.047    5.239   867.97 -107892.523       10.1
          ubc_503  8.153   0.022  7.128    0.043   7.65  0.023 0.067   0.003 0.197     0.011 -54841.549    157.691 0.144  0.001 0.194  0.001 0.075  0.001 1839.736   5.527    4.123  890.439 -107782.388     22.001
          ubc_506  7.977    0.05  7.899    0.068  7.943  0.052 0.007   0.004 0.172     0.012 -52853.865    342.133  0.15  0.001 0.202  0.001 0.077  0.001 1912.237  11.198    11.56  914.748 -107880.636     23.103
          ubc_508  8.219   0.055  5.903    0.113  7.082  0.076 0.164   0.008 0.048     0.012 -59019.619    583.828 0.131  0.002 0.179  0.002 0.065  0.001 1681.052  20.067   -2.118  798.872 -107403.605     73.257
          ubc_511  8.097   0.017  7.791     0.05  7.956  0.028 0.019   0.003 0.313     0.012 -52768.725    187.674 0.151  0.001 0.203  0.001 0.084    0.0 1908.548   6.815   39.522  921.239 -107688.011     16.924
          ubc_512  7.898   0.023  6.173    0.069  7.047  0.044 0.123   0.004 0.065     0.013 -59296.034    345.377  0.13  0.001 0.178  0.001 0.064  0.001 1692.087  11.427   37.991   784.76 -107987.428     22.913
          ubc_514  9.507   0.153  7.826    0.015   8.69   0.08 0.097   0.008 0.455     0.027 -48189.639    467.445 0.167  0.002 0.224  0.002 0.101  0.002 2045.965  14.635  108.265  928.876 -107057.721     70.926
          ubc_518  7.493   0.099  7.333    0.019   7.65  0.077 0.011   0.006 0.053     0.023 -54847.201    536.995 0.144  0.002 0.194  0.002 0.071  0.001 1846.406  15.211   33.611  859.338 -107991.569    112.905
          ubc_519  8.579    0.12  7.342     0.05  7.971  0.084 0.078   0.004 0.189     0.008 -52665.196    554.123 0.151  0.002 0.203  0.002 0.078  0.001 1907.892  17.537  -53.526   925.95 -107563.523     52.247
          ubc_521  7.427   0.022  5.757    0.104  6.606  0.059 0.127   0.008  0.13     0.013 -62893.926    505.866 0.121  0.001 0.166  0.002 0.061    0.0 1589.436  16.702   74.245  724.822 -108630.444      30.92
          ubc_523  8.388   0.189  7.191    0.125  7.798  0.156 0.077   0.004 0.168     0.013  -53823.85    1060.01 0.147  0.003 0.199  0.004 0.075  0.001 1870.548  33.775   12.838  894.784 -107661.906     89.867
          ubc_524  7.204   0.031  6.835    0.096  7.023  0.063 0.026   0.005 0.125     0.007 -59478.757    491.887  0.13  0.001 0.177  0.002 0.065  0.001 1708.126  14.764   36.748  800.732 -108633.507     67.189
          ubc_525  7.608   0.018  7.369    0.022  7.384  0.044 0.016   0.001 0.017     0.001 -56746.615    321.481 0.138  0.001 0.187  0.001 0.067    0.0 1782.748  10.216   13.442  835.428 -108049.279     32.555
          ubc_528  7.283   0.073  6.662    0.125  6.975  0.097 0.045   0.005 0.072     0.006 -59856.848    766.893 0.129  0.002 0.176  0.003 0.064  0.001 1696.425  22.658   30.381  793.813 -108677.832    115.343
          ubc_529   7.02   0.203  5.684    0.567  6.363  0.355 0.105   0.043 0.082      0.01  -65015.74    3142.81 0.116  0.008  0.16  0.009 0.057  0.004 1542.183  96.145   48.945  715.486 -109411.059    403.274
          ubc_531  7.011   0.058  6.551    0.164  6.784   0.11 0.034   0.008 0.075     0.011 -61398.892    907.557 0.125  0.002 0.171  0.003 0.062  0.001 1654.254   26.23   39.789   765.21  -109006.47    152.875
          ubc_535  6.181   0.102  5.589    0.143  5.329  0.138 0.051   0.005  0.09     0.009 -75493.091   1572.806 0.094  0.003 0.134  0.003 0.047  0.001 1274.107  38.709   31.262  587.917 -112167.829    459.518
          ubc_536   6.91   0.043  6.503    0.073  6.881  0.078  0.03   0.003 0.052     0.006 -60613.949     631.09 0.127  0.002 0.173  0.002 0.062  0.001 1673.872  17.771   34.117  779.053 -108781.475    119.924
          ubc_537  6.455   0.696  6.047    0.475  6.257  0.476 0.062   0.054 0.113     0.015 -65983.178    4246.19 0.113   0.01 0.157  0.013 0.057  0.005 1532.742 106.474   -6.521  742.306 -110091.638   1242.102
          ubc_538  6.157    0.13  4.696    0.236  5.438  0.178 0.134   0.016  0.06     0.011 -74263.648   1986.177 0.096  0.004 0.136  0.004 0.048  0.002 1313.382  48.615   40.688  607.129 -112059.732    592.193
          ubc_539  6.694   0.171  6.344    0.138  6.521  0.153 0.028   0.004 0.045     0.008 -63625.971   1337.176 0.119  0.003 0.164  0.004 0.058  0.002 1594.905  35.253   -8.733  759.566 -109524.711     323.08
          ubc_540  6.145   0.115  4.827    0.226  5.505  0.171 0.121   0.016 0.022     0.005 -73519.931   1870.067 0.097  0.004 0.138  0.004 0.048  0.002 1334.626  45.895   -1.673  633.494 -111912.483    553.151
          ubc_541  6.527   0.081  6.513     0.08  6.202  0.122 0.001     0.0 0.052     0.001 -66493.858   1134.796 0.112  0.003 0.155  0.003 0.055  0.001 1517.278  29.869  -16.555  726.505 -110151.583    275.731
          ubc_542  7.809   0.124  6.869    0.082  7.343  0.102 0.064   0.003 0.049     0.003 -57045.567    753.274 0.137  0.002 0.186  0.003 0.067  0.001 1775.933   22.23  -11.028  842.135 -108155.532     114.88
          ubc_546  7.388   0.089  6.547    0.045  6.971  0.067  0.06   0.003 0.087     0.004 -59892.465    528.307 0.129  0.001 0.176  0.002 0.064  0.001 1692.622  14.602   14.947  801.691 -108600.125    108.308
          ubc_547  6.135   0.081  6.002    0.085  5.807  0.119 0.011   0.003 0.033     0.002 -70336.194   1211.718 0.104  0.003 0.145  0.003 0.051  0.001 1420.615  31.214    9.506  666.612 -111220.648    324.557
          ubc_548  6.653   0.175  5.695    0.289  6.173  0.218 0.077   0.018 0.033     0.005 -66758.798     2022.1 0.112  0.005 0.155  0.006 0.055  0.002 1506.368  54.262   13.049  709.197 -110104.071    469.743
          ubc_550  6.163   0.165  4.063    0.242   5.14  0.199 0.205   0.016 0.009     0.006 -77703.795    2402.05  0.09  0.004 0.129  0.005 0.045  0.002 1209.217  56.923    2.979  570.485 -112522.476    767.936
          ubc_552  6.425   0.226  6.287    0.271  6.608  0.321 0.011   0.004 0.053     0.011 -62871.164   2789.834 0.121  0.007 0.166  0.009  0.06  0.003 1611.982  74.085  -12.695  771.725  -109239.23    662.691
          ubc_555  7.284   0.078  6.655    0.071  6.973  0.073 0.045   0.002 0.098     0.008  -59874.44    575.443 0.129  0.002 0.176  0.002 0.064  0.001 1695.304  16.442   -6.178  816.194 -108664.392     103.11
          ubc_558  5.664   0.056  5.554    0.054  5.669  0.079  0.01   0.001 0.051     0.003 -71761.149    836.634 0.101  0.002 0.142  0.002  0.05  0.001 1384.077  18.823   10.626  652.753 -111592.819    297.949
          ubc_560  7.704   0.042  6.754     0.03  7.235  0.033 0.066   0.002  0.13     0.002  -57854.35    249.393 0.135  0.001 0.183  0.001 0.068    0.0 1749.778   7.324   -3.553  833.025 -108208.951     41.244
          ubc_562  6.064   0.039   5.83    0.038  6.314  0.059  0.02     0.0 0.071     0.002 -65456.432    536.603 0.114  0.001 0.159  0.002 0.057  0.001 1492.003  13.038   18.732  695.565  -108385.56    165.146
          ubc_564  6.238   0.122  6.158    0.123  6.082  0.146 0.006   0.001  0.03     0.003 -67623.368   1398.105  0.11  0.003 0.152  0.004 0.054  0.001 1492.268  34.795    6.396   703.07 -110565.761    397.364
          ubc_565  6.166   0.102  5.963    0.123  6.122   0.13 0.016   0.006 0.021     0.004 -67237.761   1236.241  0.11  0.003 0.153  0.003 0.054  0.001 1497.266  29.564     3.16  708.084 -110335.228    405.073
          ubc_566  6.616   0.126  6.605    0.127  6.789  0.146 0.001     0.0 0.014     0.001 -61357.641   1202.647 0.125  0.003 0.171  0.004 0.061  0.002 1655.781  33.221   -4.068  786.524 -109011.124    247.403
          ubc_568  5.777   0.191  5.767    0.192  5.382  0.217 0.001     0.0  0.06     0.002 -74886.758   2464.061 0.095  0.004 0.134  0.005 0.047  0.002 1316.762  55.038  -14.239  629.083 -112770.902    882.475
          ubc_571  6.081   0.186  4.866    0.258  5.494  0.222 0.111   0.011 0.029     0.005 -73635.681   2466.327 0.097  0.005 0.137  0.005 0.048  0.002 1334.619  57.467    4.627  631.675 -112045.511     814.92
          ubc_616 13.118   0.431  9.885    0.441 11.542  0.305  0.14   0.027 0.782     0.071 -34304.253    1230.99 0.231  0.007 0.308  0.009 0.164   0.01 2601.021  63.729   17.551 1262.907 -109203.859     745.49
          ubc_617 11.939   0.172  9.797    0.155 10.882  0.163 0.099   0.002 0.192     0.024 -37093.922    711.487 0.216  0.004 0.287  0.005 0.116  0.003 2510.459  32.988   93.983 1157.127 -109343.191    238.878
          ubc_618 14.747   0.892 12.955    0.514 13.866  0.704 0.065   0.011  0.38     0.076 -25877.712    2257.66 0.284  0.016 0.377  0.022 0.178  0.018 3119.289  134.64   15.892 1510.909 -115643.212   1621.152
          ubc_619 11.276   0.229  9.951    0.322 10.642  0.272 0.063   0.007 0.757     0.066 -38163.885   1221.104 0.211  0.006 0.281  0.008  0.15  0.009 2453.051  55.381  -80.614 1216.429 -108756.202    375.619
          ubc_620   9.61   0.146  9.394    0.106   9.64  0.123 0.012   0.004 0.087     0.027 -42979.795    630.265 0.188  0.003 0.251  0.004 0.096  0.002 2275.454  25.254   46.276 1059.142  -108460.22     97.872
          ubc_622 16.328   1.274 13.665    0.712 15.044  0.974  0.09   0.018 1.422     0.224 -22243.084   2826.065 0.311  0.022 0.415   0.03  0.28  0.033 3308.314 178.849  110.197 1612.439 -117461.636   2328.577
          ubc_623 11.838   0.346  9.372    0.507  10.65  0.392 0.117   0.019 1.145     0.105 -38126.803   1754.133 0.211  0.009 0.283  0.012 0.168  0.013 2415.275  82.876  -28.228 1208.147 -107661.926    667.178
          ubc_624 11.257   0.292  8.031    0.317  9.707    0.3 0.167   0.008 1.115     0.101  -42639.24   1504.828  0.19  0.007 0.255  0.009 0.146   0.01 2194.141  62.297  -148.06  1123.35 -105750.515     310.53
          ubc_625 11.206   0.426  9.661    0.465 10.473  0.427 0.074   0.013 1.106     0.192 -38930.083   1941.672 0.207   0.01 0.278  0.013 0.164  0.017 2395.226  81.571  123.733 1162.894 -107915.082    446.162
          ubc_626 12.489   0.542 11.327    0.418 11.914  0.478 0.051   0.005 0.192     0.019 -32818.812   1844.224  0.24  0.011 0.318  0.014 0.132  0.008 2737.173  95.251    8.088 1303.288 -111589.183    898.422
          ubc_628 12.183   0.251 11.348    0.478 11.784  0.356 0.036   0.012 0.154     0.021 -33333.668    1403.71 0.237  0.008 0.314  0.011 0.128  0.006 2714.152  73.791  -35.829 1301.069 -111422.239    720.918
          ubc_629 10.999   0.578 10.451    0.458 10.742   0.51 0.029    0.01 0.883     0.164 -37714.471   2233.881 0.213  0.012 0.285  0.015  0.16  0.018 2474.361  98.046   129.23 1185.328 -108904.589    594.854
          ubc_633 11.595   0.141 11.172     0.29 11.253  0.272 0.019   0.009 0.155     0.009 -35500.763   1140.116 0.225  0.006 0.298  0.008  0.12  0.004  2604.78  58.192    7.626 1235.013 -110455.912    537.153
          ubc_636 10.056    0.08  8.822    0.132  9.444  0.102 0.065   0.005 0.132     0.004 -43999.159    537.697 0.184  0.002 0.245  0.003 0.094  0.001 2226.911  22.251   12.768 1053.422 -108074.115    104.554
          ubc_637 11.735   0.195  9.929    0.422 10.855  0.304 0.084   0.013 0.657     0.025 -37210.643   1333.583 0.216  0.007 0.287  0.009 0.147  0.008 2495.494  66.132   10.574 1212.028  -109017.88    570.332
          ubc_638 11.922   0.237 10.325    0.476 11.148  0.352 0.072   0.013 0.676     0.033 -35946.802   1488.799 0.222  0.008 0.296  0.011 0.154  0.009  2558.08  75.233   21.557 1239.346 -109567.998    677.026
          ubc_639 10.949   0.306  8.928    0.627  9.949  0.461 0.102   0.021 0.021     0.017 -41427.855   2237.577 0.195   0.01  0.26  0.013 0.098  0.006 2320.478 103.555    9.501 1096.279  -108203.89    744.744
          ubc_643 10.365   0.368  8.306    0.334  9.343  0.346 0.113   0.007 0.113     0.013 -44534.249   1828.685 0.181  0.008 0.242   0.01 0.093  0.005 2190.441  73.031    4.708  1044.76 -107562.658    280.748
          ubc_644 10.411   0.294  8.712    0.699  9.579  0.491 0.089   0.025 0.142     0.042 -43291.379   2498.984 0.187  0.011 0.249  0.014 0.097  0.008 2246.652 109.918   78.557 1038.374 -107961.538    668.417
          ubc_647 10.448   0.077  8.162     0.02  9.327  0.044 0.123   0.003 0.274      0.01  -44616.89    233.863 0.181  0.001 0.242  0.001 0.099  0.001 2177.164   7.572   59.735 1014.002 -107268.832     34.294
          ubc_649 10.487   1.053  8.787    0.231  9.677  0.617 0.087   0.041 0.821     0.233 -42788.913   3078.637 0.189  0.014 0.253  0.018 0.136   0.02 2239.704 105.192  140.102 1065.974 -107243.126      117.0
          ubc_650  8.782   0.119  8.042    0.301  8.257  0.185 0.044   0.012 0.149     0.014 -50823.407   1150.074 0.157  0.004 0.211  0.005  0.08  0.003 1973.932  41.726   11.615  938.236 -107639.296     56.464
          ubc_651  8.629   0.315  7.896     0.52   8.14  0.334 0.051   0.024 0.087     0.019 -51566.318   2126.973 0.155  0.007 0.208  0.009 0.077  0.004 1951.934  74.696   46.136  905.628 -107692.359     65.481
          ubc_660  7.981   0.026   7.33    0.093  7.661  0.056 0.043   0.005 0.118     0.011  -54769.91    386.992 0.144  0.001 0.195  0.002 0.072  0.001  1848.99  13.027   68.424  854.989 -107975.792     15.369
          ubc_662   7.48   0.011   6.49    0.059  6.957  0.031 0.071   0.004 0.089     0.009 -60004.393    242.509 0.128  0.001 0.175  0.001 0.064    0.0 1685.936   7.785  -29.033  810.742 -108520.491     21.197
          ubc_664  6.514   0.077  5.755    0.179  6.133  0.126 0.062    0.01 0.081     0.006 -67132.374    1191.83 0.111  0.003 0.154  0.003 0.055  0.001 1499.238    31.6   20.727  701.218 -110273.139    282.668
          ubc_668  6.759   0.111  6.058    0.082  6.409  0.095 0.055   0.003 0.063     0.006 -64605.442    842.783 0.117  0.002 0.161  0.002 0.057  0.001  1565.62  21.743    3.675  745.097 -109651.183     217.75
          ubc_669  6.399   0.084  5.233    0.156  5.822  0.117   0.1   0.009  0.05     0.008 -70179.777   1190.138 0.104  0.002 0.146  0.003 0.052  0.001 1417.277  30.368   32.728  659.108 -110957.091    317.815
          ubc_671  6.458   0.107  5.444    0.167  5.955  0.136 0.085   0.007 0.025     0.004 -68852.414   1341.961 0.107  0.003 0.149  0.003 0.053  0.001 1453.321  34.027    7.211  684.543 -110666.477    363.254
           ubc_72 11.915   0.143 10.035    0.074 10.987  0.102 0.086   0.004 0.244     0.023 -36635.823    443.572 0.219  0.002  0.29  0.003 0.121  0.002 2536.091  19.838  -28.478 1228.674 -109622.022      130.7
           ubc_73 10.375   0.136  8.969    0.132  9.687  0.057 0.072   0.013 0.232     0.011 -42740.092    288.256 0.189  0.001 0.252  0.002 0.102  0.001 2271.954  12.054   -3.198 1084.127 -108143.843    120.792
           ubc_74 10.734   0.101  8.794    0.087   9.78  0.073   0.1   0.006 0.227     0.014 -42270.026    366.046 0.191  0.002 0.255  0.002 0.103  0.001 2282.615  15.104  -42.204 1102.892 -107967.483     97.799
           ubc_82 10.881    0.12  8.721    0.052  9.818  0.061  0.11   0.007 0.144      0.01 -42076.824    306.987 0.192  0.001 0.256  0.002   0.1  0.001 2288.196  10.836    6.053 1095.911 -107930.147     66.802
           ubc_90 11.054   0.193  9.323    0.133 10.209  0.158 0.085   0.005 0.325     0.033 -40170.745    748.501 0.201  0.004 0.267  0.005 0.116  0.004 2373.989  31.236  -37.949 1166.954 -108497.496    159.137
           ufmg_1  7.239   0.338  6.588    0.114  6.929   0.21 0.047   0.019 0.089     0.012  -60226.83   1685.683 0.128  0.005 0.175  0.006 0.063  0.002 1684.854  45.047   45.164  778.486 -108730.975    393.021
           ufmg_2  7.138   0.119  6.366    0.062  6.757  0.084 0.057   0.006  0.13     0.011 -61623.419    694.087 0.124  0.002  0.17  0.002 0.062  0.001  1643.39  18.496   -7.402   796.92 -108915.038    164.664
           ufmg_3  7.287   0.093  6.381    0.159  6.837   0.12 0.066   0.008 0.031     0.009 -60966.217    977.771 0.126  0.003 0.172  0.003 0.062  0.001 1661.819  28.666   15.432  777.481 -108793.139    156.509
          upk_385  8.635   0.009  8.566    0.011  8.819  0.023 0.004     0.0 0.063     0.003 -47439.351    131.767  0.17  0.001 0.227  0.001 0.085    0.0 2101.233    4.69   15.354  986.095 -107906.766      7.594
          upk_394 10.766   0.489  8.616    0.155   9.71  0.178 0.111   0.031  0.26     0.029 -42619.481    901.113  0.19  0.004 0.253  0.005 0.104  0.004 2262.418  22.275   52.668 1065.083 -107737.772    274.129
          upk_398   8.75   0.014  8.685    0.021  8.968  0.035 0.004   0.001  0.06     0.003 -46588.713    194.591 0.173  0.001 0.231  0.001 0.088    0.0 2131.316   8.077   53.479  988.803 -107925.808     41.041
          upk_402  8.696   0.009  8.672     0.02  8.778   0.09 0.001   0.001 0.056     0.002 -47678.307    518.108 0.169  0.002 0.226  0.003 0.084  0.001 2094.142  20.086   14.319  981.426 -107943.734     66.477
          upk_418  9.034   0.445  8.327    0.718  8.759  0.373 0.051   0.041 0.188     0.014 -47785.102   2113.107 0.169  0.008 0.225  0.011 0.088  0.005 2084.188  89.402  -22.003  999.447 -107742.013    569.312
          upk_429 10.514   0.502  8.903    0.073  9.723  0.226 0.083   0.027 0.122     0.005 -42556.564   1144.375  0.19  0.005 0.253  0.007 0.098  0.003 2278.797  37.873   -3.665  1081.84 -108149.398     78.178
          upk_433  9.202   0.973  8.355    0.557  8.799  0.641 0.072   0.049 0.009     0.009 -47555.407   3568.037   nan    nan   nan    nan 0.083  0.013  2096.52 126.467    1.273  992.002 -107758.905    440.538
          upk_445  8.817   0.015  8.666    0.028   8.51  0.061 0.009   0.001  0.15     0.005  -49264.26    370.662 0.163  0.001 0.218  0.002 0.086  0.001 2026.783  15.228    91.27  925.107 -107599.856     72.419
          upk_452  9.149   0.058  7.718    0.101   8.44  0.069 0.085   0.006 0.055     0.012 -49686.354    419.031 0.161  0.002 0.216  0.002  0.08  0.001  2009.89  15.823   22.624  944.279 -107523.434     53.249
          upk_468  8.903   0.015  5.907    0.215  7.518  0.137 0.202   0.017 0.197     0.062 -55775.109    979.865  0.14  0.003 0.192  0.004 0.074  0.004 1743.167  38.618  -33.809  854.583 -105938.781    145.467
          upk_502  8.536   0.004  6.973     0.02  7.796  0.015 0.101   0.001 0.064     0.013 -53836.394    105.122 0.147    0.0 0.198    0.0 0.073    0.0 1864.178   3.555   41.595  868.998 -107483.026      5.477
          upk_508  8.834   0.082  7.741    0.213  8.299  0.137 0.066   0.011 0.151      0.01 -50562.416    853.031 0.158  0.003 0.212  0.004 0.081  0.002 1982.669  31.734   33.168  934.004 -107618.376     71.278
          upk_528  9.438   0.059    8.4    0.009  8.926  0.032 0.058   0.003  0.19     0.011 -46826.403    179.525 0.172  0.001  0.23  0.001  0.09  0.001 2117.684     6.0  101.012  977.375 -107766.816     10.408
          upk_549 10.068   0.035  7.782    0.018  8.942  0.019 0.128   0.002 0.045     0.003 -46739.502    106.007 0.172    0.0 0.231  0.001 0.086    0.0  2099.05   3.456    -6.82  993.622 -107141.092     28.004
          upk_562  8.133   0.133  6.252    0.764  7.207  0.407 0.131   0.057 0.117      0.01  -58066.24   3024.339 0.134  0.009 0.182  0.011 0.067  0.004 1723.173 114.954  -19.642   834.55 -107651.496    325.851
          upk_578  7.972   0.019  6.605    0.113  7.302  0.058 0.094   0.008 0.207     0.019 -57353.618     432.28 0.136  0.001 0.185  0.002 0.071  0.001 1754.893    15.8  107.228  807.278 -107855.147     33.527
          upk_585  8.053   0.065  6.134    0.719  7.112  0.323 0.135    0.06 0.191     0.036   -58790.5    2461.55 0.132  0.007  0.18  0.008 0.068  0.003 1697.547  98.747   78.019  775.454 -107656.593     419.79
          upk_587  7.864    0.03  7.484    0.105  7.682  0.064 0.025   0.006 0.222     0.005 -54618.982    444.993 0.145  0.001 0.195  0.002 0.076  0.001  1851.99  14.701   10.578  883.086  -107916.37     23.125
          upk_605  8.018    0.02  7.203    0.032  7.609  0.023 0.053   0.001 0.089     0.003  -55131.06    163.838 0.143  0.001 0.193  0.001 0.071    0.0 1836.312   5.299   18.384   865.79 -107973.426     12.288
          upk_607  7.724    0.04  7.646    0.025  7.493  0.167 0.005   0.002 0.048     0.001 -55953.333   1195.993  0.14  0.004  0.19  0.005 0.069  0.002 1813.009  40.256  -13.472  864.419 -108117.144      57.72
          upk_613  8.299   0.052  7.616    0.017  7.963  0.034 0.043   0.002 0.154     0.003 -52722.564    226.988 0.151  0.001 0.203  0.001 0.077    0.0 1914.046   7.276    5.485  909.602 -107803.087     17.715
          upk_617  8.923   0.533  7.674    0.055  8.306  0.252 0.075   0.032 0.035     0.006 -50519.219   1567.087 0.158  0.006 0.213  0.007 0.078  0.003 1983.507    45.0   12.965  933.323 -107610.379    278.683
          upk_621  8.153   0.035  7.617    0.013  8.089  0.037 0.034   0.002  0.05     0.004 -51892.397    240.623 0.154  0.001 0.207  0.001 0.076    0.0  1941.18   7.353    -7.96  923.807 -107752.041     30.368
          upk_624  8.162   0.024  8.061    0.028  7.903   0.04 0.007   0.002 0.062     0.008 -53117.652    267.335 0.149  0.001 0.201  0.001 0.074    0.0 1904.275    9.51   34.977  887.545 -107919.264     12.522
          upk_626  7.965    0.17  7.692    0.125  7.845  0.122 0.021   0.011 0.109      0.01 -53508.649    818.198 0.148  0.003   0.2  0.003 0.074  0.001 1892.293   26.36  -12.487  910.635 -107961.101     65.406
          upk_627  7.913   0.023  7.452    0.123  7.684  0.055  0.03   0.009 0.068     0.006 -54607.083    378.556 0.145  0.001 0.195  0.002 0.071  0.001  1856.51  12.992   44.338   865.05  -108031.38     10.373
