             NAME       GLON       GLAT     r_cl r_c_mean r_c_median r_c_mode r_c_16th r_c_84th  r_c_std r_t_mean r_t_median r_t_mode r_t_16th r_t_84th  r_t_std ell_mean ell_median ell_mode ell_16th ell_84th  ell_std theta_mean theta_median theta_mode theta_16th theta_84th theta_std   CI n_memb_k n_memb  a_f      M_mean    M_median      M_mode      M_16th      M_84th       M_std   z_mean z_median   z_mode   z_16th   z_84th   z_std   a_mean a_median  a_mode  a_16th   a_84th   a_std bf_mean bf_median bf_mode bf_16th bf_84th  bf_std Av_mean Av_median Av_mode Av_16th Av_84th  Av_std  dm_mean dm_median  dm_mode  dm_16th  dm_84th  dm_std    pmRA pmRA_std    pmDE pmDE_std         Xgc   Xgc_std         Ygc   Ygc_std        Zgc  Zgc_std        Rgc   Rgc_std  lkl N_cl    t_rlx
----------------- ---------- ---------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- ---------- ------------ ---------- ---------- ---------- --------- ---- -------- ------ ---- ----------- ----------- ----------- ----------- ----------- ----------- -------- -------- -------- -------- -------- ------- -------- -------- ------- ------- -------- ------- ------- --------- ------- ------- ------- ------- ------- --------- ------- ------- ------- ------- -------- --------- -------- -------- -------- ------- ------- -------- ------- -------- ----------- --------- ----------- --------- ---------- -------- ---------- --------- ---- ---- --------
         ngc_4103    297.555      1.156 0.294233 0.063564   0.062809 0.061732 0.054182 0.072815 0.009518 0.532286   0.543421 0.564054 0.486645 0.575338 0.045192 0.239385   0.247516 0.262985 0.142676 0.331823  0.09357   0.237313          nan   0.238031        nan        nan  0.249263 0.84      658    645  1.0  1765.35023  1744.68986  1691.98766  1625.46506  1914.69307   154.40275  -0.2283 -0.38838 -0.17913 -0.40359 -0.37452 0.06708  7.38166  7.37471 7.37291 7.36785  7.39494 0.02026 0.43201   0.43017 0.42883 0.41899 0.44693 0.01479 1.16845   1.15703 1.14456 1.12959 1.21982  0.0437 11.30041  11.31747 11.34072 11.20688 11.37177 0.07939  -6.209    0.095   0.149      0.1  -7431.2516   67.3747  -1741.9442  128.7059    63.5199   3.7212  7633.2122   34.8875 2.47  359    61.84
         ngc_4337    299.316      4.555 0.191063 0.029544   0.029117 0.028475 0.025093 0.034014 0.004606  0.32672   0.329839  0.33592 0.291464 0.362454 0.033297 0.193281    0.19699 0.204414 0.103013 0.278858  0.08549  -0.493853          nan  -0.476858        nan        nan   0.35926  0.6      363    360  1.0  2880.80575  2875.50094  2983.48728  2694.12233   3056.1753    181.2196  0.04708  0.04457  0.01937  0.03837  0.05697 0.02348  9.19588  9.19554 9.19319 9.19011  9.20228 0.00609 0.41608   0.41576  0.4129 0.39946 0.43207 0.01377 1.07813   1.09448 1.10086 1.02666 1.10627 0.03514 11.92914  11.93226 11.93647 11.90578 11.94821 0.02129   -8.86    0.069   1.502     0.08  -7110.5259   63.2864  -2189.2805  112.0059   222.5575   10.614  7443.3553   27.6405 1.86  372   96.066
         ngc_4349    299.726      0.836 0.326281 0.111583   0.110369 0.108847 0.098997 0.123812 0.013205 0.439713   0.439514 0.440438 0.411945 0.466806 0.027506 0.154779     0.1572 0.160921 0.096639 0.212464 0.057714   0.046452          nan   0.032839        nan        nan  0.244396 0.73     1305   1300  1.0  5122.05488   5049.7099  4963.99585  4795.20868  5457.61217   351.95781  0.06046 -0.11822  0.02581 -0.11994 -0.10327 0.08941  8.68169  8.69892 8.69996 8.64774  8.70126 0.02785 0.43064   0.43051 0.43234  0.4226 0.43842 0.00838 1.07552   1.07434 1.07617 1.04431  1.0931 0.03386 11.36957  11.33028  11.3222 11.31661 11.45776 0.06967  -7.842    0.117  -0.272    0.119  -7421.5721    63.921  -1608.1645  111.7482    51.0257   3.1616  7593.9669   38.2689 2.67  886  141.293
         ngc_4439    300.071      2.647 0.198202 0.120983    0.11201 0.094465 0.076899 0.169265 0.044953 0.278576   0.273128  0.24877 0.219636  0.34087 0.054756 0.251881   0.238932 0.173481 0.075679 0.422074 0.156252  -0.674901          nan  -0.912574        nan        nan  0.715496 0.85      169    184  1.0   526.08151   515.00361   516.16508   419.24584   617.96246    107.2287 -0.23323 -0.39548 -0.14555 -0.52397 -0.11926 0.21103  8.09196  8.09655 8.09632 7.94387  8.25219 0.16341   0.422   0.41667 0.41791 0.39815 0.44444 0.02572 1.24238     1.243 1.23084 1.10361 1.37333 0.12675 11.31761  11.31433 11.30388  11.2251  11.4135 0.09166  -7.136    0.114  -0.457    0.094  -7383.3737   28.6934  -1651.2394    49.446   111.8244   4.4528  7566.1353   17.5289 1.81  110   55.188
         ngc_4463    300.637     -2.024 0.165256 0.070679   0.060366 0.047184 0.038439 0.106301 0.036142 0.238408   0.238806 0.235735 0.178545 0.300185 0.053333 0.271593   0.267505 0.280419  0.08958 0.448368 0.161098    0.78485          nan   1.117336        nan        nan  0.836412 0.84      164    162  1.0   873.10506   814.52286   760.18953   741.17162  1080.97535   146.26334 -0.13873 -0.48028 -0.11096  -0.6253 -0.29395 0.20986  7.65839  7.65439 7.66072 7.53848  7.76542 0.11616 0.42915   0.42857 0.42719 0.41143 0.45143 0.01832 1.67934   1.68531 1.70203 1.60351 1.74885 0.06816 11.07105  11.06966 11.07076 10.99761 11.14419  0.0768  -5.333    0.094  -0.338    0.089  -7440.8479   26.2548  -1516.2124   44.0445   -37.7451   3.1765  7594.7782   17.1101 1.75  177   33.883
         ngc_4609    301.898     -0.141 0.287024 0.075052   0.072746  0.06969 0.061151 0.089126 0.014774 0.386404   0.381891 0.370204 0.322904 0.448755 0.062139 0.177924   0.179951 0.191981 0.078076 0.270229 0.089243  -0.775113          nan   -0.88471        nan        nan  0.508192 0.63      327    323  1.0  1465.14403  1422.56889  1337.30266  1302.56782  1644.24581   181.34656 -0.74287  -0.1786 -0.86218  -0.2381 -0.15594 0.14922  7.62561  7.60556 7.59895 7.58869  7.69826  0.0536 0.41343   0.41215 0.40694 0.39696  0.4295 0.01704 1.37491   1.38829 1.40224 1.29731  1.4338  0.0582 10.33639  10.29288 10.27335 10.21725  10.5338 0.13553  -4.891    0.141  -0.996    0.114  -7585.2587    56.128  -1211.8685    91.443    21.4327   5.9837  7681.9161   39.9688 2.48  465  155.129
         ngc_4755    303.207        2.5 0.226113 0.037789   0.037622 0.037456 0.033388 0.042093   0.0044 0.295713   0.291732 0.283115  0.26002 0.331827 0.037413 0.119742   0.119157 0.116683 0.049078 0.186556 0.063691   -0.52122          nan  -0.599262        nan        nan  0.439931 0.62      732    735  1.0  4066.17888  4058.65121  4043.50551   4022.3956  4112.59873    62.61522  -0.3137 -0.13423 -0.31364 -0.15293 -0.12464 0.07544  7.18553  7.18522 7.18433 7.18327  7.18782 0.00268  0.4751   0.47407 0.47315 0.47045 0.48372 0.00746 1.34519   1.34462 1.34445 1.33527  1.3554 0.01082 11.36585  11.36997 11.37074 11.36076 11.37616 0.01449  -4.711    0.156  -1.073     0.15  -7210.8219   39.2481   -1724.047   60.8348   112.5128   5.8524  7415.7683   24.4528 2.35  832  111.786
         ngc_4815    303.626     -2.097 0.139416 0.031951   0.031671 0.031001 0.028124 0.035828 0.003938 0.176809    0.17456 0.171487 0.155715 0.197059 0.021932 0.073077   0.062929 0.032813 0.017505  0.12985 0.054264   0.325672          nan   0.746618        nan        nan  0.783369 0.71      737    761  1.0   7747.4807  7689.44905  7169.41103  7058.35153   8434.1442    687.0491 -0.00244  0.15592 -0.03068  0.06501  0.16495 0.04038  8.87692  8.89653 8.90044  8.8437  8.90274 0.02824 0.42959   0.42973 0.43135 0.41812 0.44019 0.01164 2.03961   2.04053 2.10896 1.93763  2.1144 0.07133  11.9989  12.00955 12.03088 11.93821 12.04342 0.04946  -5.816    0.088  -0.935    0.089  -6457.5537  155.7716  -2830.0631  234.3943  -102.9178  12.2626  7052.4124   52.6838 2.64  883  121.095
         ngc_4852     304.04      3.246 0.331269 0.047096   0.046241  0.04491 0.039257 0.054823 0.008165 0.539198   0.547916 0.590315 0.452301  0.62563 0.079195 0.103767   0.086406 0.051777 0.026224 0.186593 0.077854  -0.179501          nan  -0.605715        nan        nan   0.79429 0.68      238    248  1.0  1005.00991   998.05405   978.69719   909.72818  1091.46638    92.88581 -0.28508 -0.23866 -0.26731 -0.38325  0.00053 0.17497  8.18933  8.16999  8.1629 8.07345  8.29717 0.10562 0.39569   0.39683 0.38989 0.37698 0.41667 0.01939 1.49283   1.49567 1.51248 1.43728 1.54942 0.05976 10.41945  10.41609 10.41098 10.34752 10.48833 0.07102  -8.168    0.093  -1.139    0.118  -7630.3066   19.5483  -1048.8704   28.2281     96.134   3.9094  7702.8241   15.6855 2.21  253   54.717
         ngc_5138    307.544      3.527 0.184261 0.128064   0.121765 0.107478 0.082482 0.174221 0.045718 0.255143   0.251893 0.245639 0.198863 0.313525 0.052645  0.36434   0.382187 0.409083 0.203643 0.515313 0.148945   1.041503          nan   1.136742        nan        nan  0.465781 0.76      149    143  1.0   910.46974   886.97257   865.21964   820.16053  1026.96493   104.53633  0.04321   0.2608 -0.02551  0.01121    0.304 0.15876  8.20542  8.19909 8.17221 8.10643   8.3439 0.11948 0.44473   0.44724 0.44479 0.42714 0.46231 0.01665  0.7554   0.75462 0.75858 0.70201 0.80498 0.05753 11.24053  11.22535 11.21204 11.16231 11.32655 0.08634  -3.639    0.101  -1.401    0.098  -7206.2817   46.9097  -1475.1378   60.6282    137.441   6.0438  7357.2285   34.0737 2.04  199   61.875
         ngc_5168    307.738      1.556 0.130605 0.026469   0.025956 0.025445 0.022269 0.030614 0.004504 0.219672   0.222296 0.236775 0.190903 0.248366 0.026762 0.129959   0.119726 0.060587 0.034027 0.225029  0.08805   0.496422          nan    0.73753        nan        nan  0.669759 0.66      297    318  1.0  2718.91807  2744.58505  2812.16171  2398.64245  3020.79313   299.36341  0.21779  0.22725  0.22465 -0.13511  0.37119 0.20094  8.95644  8.95079 8.94964 8.94706   8.9612 0.01645  0.4614   0.46284 0.46877 0.44595 0.47635 0.01584 1.54106   1.54653 1.54918 1.50799 1.56289 0.03517 12.00358  12.00087 11.99835 11.97574 12.03923 0.04275   -4.15    0.075   -1.44    0.084   -6380.969  252.2357  -2528.3106   326.535   107.2029  10.7233  6864.7929  111.5961 2.09  304   53.527
         ngc_5269    308.941     -0.657 0.148512 0.124548   0.110598 0.087017 0.070567 0.187735 0.055628  0.25232   0.259154 0.276174 0.215949 0.285895 0.033095  0.32336   0.322718 0.445405 0.115061 0.527528 0.180567  -0.210673          nan  -0.280819        nan        nan  0.398304  0.8      240    197  1.0  1067.36953  1075.25733  1095.70924  1002.21992  1124.01912    75.35647 -0.21871 -0.31515 -0.21673 -0.54749    0.043 0.25627  8.56697  8.57393 8.59631 8.50963  8.60355 0.04231 0.37811   0.37681  0.3762 0.36232 0.39614 0.01823 1.41626   1.42095 1.42414 1.38235 1.44661 0.03891 11.14187  11.14437 11.15165 11.06049 11.21496 0.08314  -4.533    0.077    -1.9    0.076  -7094.3899   83.3991  -1539.8969  102.6567     0.1472   2.6879   7259.335   59.2198  1.6  207   43.834
         ngc_5281    309.147      -0.71 0.171063 0.112868   0.096469 0.080035 0.064096 0.167982 0.054997 0.288839    0.29261 0.298905 0.257445 0.321204  0.03202 0.455788   0.470627 0.499182 0.310554 0.600167 0.145483  -0.129248          nan  -0.167675        nan        nan  0.197361 0.76      196    186  1.0  1357.34812  1319.43099  1291.71284  1236.15406  1534.79069   139.94205  0.11517   0.0643  0.10827  0.03931  0.08129 0.02539  7.74403  7.75242 7.75852 7.69085  7.79639  0.0533 0.44099   0.44086 0.44181 0.43011 0.45161 0.01155 0.90972    0.9196 0.93295 0.85437 0.95965  0.0516 11.05475  11.05463 11.05543  10.9772 11.13424  0.0836   -4.69    0.107  -2.373    0.095  -7386.1473    53.237   -1172.406   65.6842     5.2676   2.4912  7478.4419     41.88 2.32  279   57.725
         ngc_5288    309.016     -2.487 0.110235  0.04979   0.044906 0.037777 0.031083 0.068501 0.020879 0.153474   0.149885 0.142681 0.125811 0.184445 0.027662 0.381109   0.396212 0.414681 0.250709 0.511171 0.130742   0.220553          nan   0.183555        nan        nan  0.216087 0.69      183    178  1.0  1282.61263  1262.71262  1238.15406  1099.63029  1466.48307   160.22476  0.19414  0.32578  0.18052  0.20204  0.37859 0.10628  8.78497  8.78992 8.79819  8.7486  8.81738 0.03474 0.40563    0.4023 0.39997 0.38506 0.42529 0.01891 1.27533   1.27011 1.25897 1.21433 1.33703 0.06502 11.78759  11.79048 11.80425 11.70518 11.86446 0.07799  -3.865    0.067  -1.904    0.065  -6749.3511   81.8553  -1964.9635  100.7719   -87.0632   6.5595   7029.993   51.1449 2.08  177   40.876
         ngc_5316    310.239      0.097 0.400465 0.124474   0.119858 0.113456 0.099233 0.148686 0.028313 0.535304   0.529012 0.517447 0.440374 0.631275 0.094109 0.153533   0.147312 0.135387 0.055966 0.248834 0.089443   0.281558          nan   0.260933        nan        nan  0.482513 0.78      466    473  1.0  2194.28626  2176.19865  2083.97712  1987.04489  2399.79454   199.18591 -0.09742  0.08674 -0.12626 -0.16598  0.09342 0.15646  8.45612   8.4979 8.50299 8.35697  8.50845 0.07149 0.43634   0.43579 0.43611 0.42526 0.44632 0.01057 0.98229   0.98551 0.98317 0.95399 1.03774 0.06357  10.6766   10.6666 10.66371 10.64392 10.71305 0.04099  -6.332    0.109  -1.511    0.108  -7405.9041   48.6015  -1102.8898   57.1558    26.3847   2.6885  7487.5012   39.4584 2.37  480  108.096
         ngc_5381    311.621      2.118 0.338908 0.103966   0.100647 0.097035 0.084187  0.12281 0.021608 0.431558   0.424847 0.412707 0.361089 0.501966 0.070802 0.193612   0.200869 0.216855 0.097085 0.282851 0.087566   0.193872          nan   0.192131        nan        nan   0.33443 0.81      775    760  1.0  3939.30107   3914.6008  3859.65551  3727.11926  4165.99973   219.80776 -0.06907 -0.12104 -0.08708 -0.12836 -0.10719 0.07958   8.9306  8.94832 8.95219 8.90008  8.95352 0.03949  0.4289   0.42833 0.42747 0.41809 0.44027 0.01187 1.42725   1.43392 1.43405 1.42582 1.43853 0.02761 11.53017  11.53007 11.53039 11.51827   11.539 0.02077  -6.074    0.082  -2.931    0.076  -6680.4498   86.4341  -1870.8152   97.3241   112.7857   9.5965  6937.6875    57.688  1.9  595  229.235
         ngc_5460    315.754     12.686 0.506104 0.282989   0.280164 0.264611 0.190657 0.376033 0.084035 0.494206    0.47873 0.462473  0.42879 0.557911 0.074214 0.118806   0.106944 0.071026 0.036165 0.200916  0.07965   0.174203          nan   0.583269        nan        nan  0.770751 0.57       99    104  1.0    447.8634   432.64053   411.72675    382.5648   504.32001    67.79674  0.08782  0.12233  0.05215  0.09506  0.33962 0.18627  8.42256  8.46198 8.50833 8.25583  8.56001 0.14291 0.44439   0.44375 0.44226 0.43125 0.45625 0.01512 0.37857    0.3787 0.37756  0.2968 0.46295 0.08539  9.33347   9.33348  9.33203  9.27862  9.38643  0.0503  -6.652    0.151  -3.369    0.143  -7834.8016    9.2615    -491.465     8.957   183.9681   4.1477  7852.3271    8.6707 2.09  161   54.202
         ngc_5593     316.32      5.608 0.411681 0.105552   0.100574 0.094117 0.078973 0.131665 0.029473 0.676508   0.689004 0.732397 0.575251 0.777952  0.09485 0.226738   0.225899 0.231958 0.086613 0.360367 0.123846  -0.002947          nan  -0.024879        nan        nan  0.426234 0.56      152    151  1.0   586.46574     556.104   529.09561   512.66023   681.56439    86.99222 -0.04817   0.1667 -0.04608 -0.15053  0.20867 0.15725  8.35503  8.37897 8.39332 8.25117   8.4388 0.09711 0.44442   0.44681 0.44209 0.42553 0.46809 0.02198 0.98142   0.98071 0.97839 0.89732 1.06578 0.07849 10.06843  10.07241 10.08474 10.01462 10.12083  0.0509  -5.832     0.09  -2.045    0.109   -7596.664    23.809   -710.2218   23.0074   125.8312   4.3419  7631.2583   21.5646 1.83  141   48.159
         ngc_5606     314.84      0.993 0.061098 0.022605   0.019778 0.015239 0.011354 0.034703 0.012175 0.065492   0.060971 0.052651 0.043835 0.089856 0.022154 0.314413   0.302022 0.198464 0.102876 0.528052 0.189979   -0.54127          nan  -1.056834        nan        nan  0.797918 0.83       26     31  1.0   573.98031   572.99314   594.50135   454.28125   671.71561   120.97359 -0.07716  -0.0087  0.06279 -0.26032  0.14886 0.23768  7.04689  7.06693  7.0958 6.94172  7.12707 0.08703 0.50846   0.50617 0.51185 0.46914 0.54321 0.03743 1.88427   1.88007  1.8682 1.80428 1.96264 0.07704 11.78927  11.78341 11.76897 11.71304 11.87167 0.07496   -4.91    0.071  -2.868    0.062  -6650.7275   56.7325  -1700.3444   56.9901    62.7278   2.7921   6864.755   41.0722 1.44   81    18.76
         ngc_5617 314.669091  -0.104154 0.137723 0.076774   0.072472 0.067284 0.057787   0.0975 0.020535  0.17573   0.173948 0.172057 0.152614 0.198563 0.023016 0.147683   0.143208 0.124101 0.051868 0.240265 0.086889   0.385506          nan   1.259697        nan        nan  1.121609  0.7      406    416  1.0  5722.70193  5731.55262  5808.97278  5306.47326  6104.83425   405.88007  0.24536   0.2444  0.24215  0.22633  0.27084 0.02804  8.48068  8.45387 8.45079 8.40338  8.55041 0.05793 0.45999   0.45963 0.45889 0.44845 0.47081 0.01161 1.51768   1.55229 1.56211 1.42566 1.57393 0.06196 11.76988  11.80586  11.8315 11.66868 11.84006 0.07552   -5.68    0.105  -3.175    0.115  -6730.0762  132.3724  -1628.8091  133.8282     17.619   3.3541  6923.9914   96.9442 0.05  850   68.682
         ngc_5662    316.842      3.411 0.751461 0.490596    0.48387 0.456227 0.377352 0.608133 0.107669 0.764782   0.754521 0.740049 0.701551  0.82909 0.067266  0.16423   0.167144 0.176887 0.084276 0.240716  0.07434   0.478956          nan   0.546206        nan        nan  0.387145 0.38      275    272  1.0   993.44129   996.20379  1013.09631   861.15797  1077.31604   117.63064  0.05825  0.07776  0.04364  0.06724  0.16648 0.05627  8.22011  8.28425 8.36608 7.96512  8.43202 0.21379   0.381   0.37979 0.37946 0.36585 0.39721 0.01692 0.94053   0.93881 0.93531 0.86838  1.0226 0.07766  9.42181   9.42723  9.43691  9.38184  9.45913  0.0414  -6.482    0.141  -7.209    0.147  -7782.7931   10.2986   -522.7119    9.8084     70.166   3.6082   7800.937    9.7252 2.26  288  122.248
         ngc_5715     317.52      2.087 0.171719 0.041722   0.040286 0.038252 0.032149 0.051102 0.010098 0.280637   0.285403 0.305027 0.238191 0.321911  0.03941 0.207185   0.196984 0.158933 0.072976 0.340902 0.123266  -0.674847          nan  -0.809322        nan        nan  0.490034 0.74      217    228  1.0  1876.25204  1869.16219  1942.48155  1676.95819  2077.85548   197.72452  0.15884  0.22325  0.19657  0.02615    0.239 0.11525  8.83671  8.81197 8.80119 8.79788  8.89835 0.04394 0.46554   0.46591 0.46738 0.44697 0.48485 0.01844 1.72695   1.71743 1.71344 1.68423 1.77799 0.05036 11.29734  11.29368 11.28464  11.2537 11.35072 0.05036  -3.466    0.095  -2.306    0.127  -6781.0218   75.4123  -1429.7583   68.4041    98.4258    5.051  6930.5696   59.8807 1.97  267   74.365
         ngc_5749    319.518      4.545  0.35593 0.074904   0.071154 0.066049  0.05528 0.093364 0.021959 0.569648   0.577818 0.607225  0.47548 0.665318 0.089177 0.139278    0.12189 0.070651 0.037418 0.241941 0.098837   0.005915          nan   0.021863        nan        nan  0.813201 0.63      107    114  1.0   562.62203   543.05394   518.98116   490.62384   649.27621    90.73602 -0.34872 -0.36084 -0.32472 -0.60794 -0.21733 0.18514  8.12582  8.13213 8.03572   7.984  8.29013  0.1557 0.47414   0.47826 0.47505 0.44928 0.49275 0.02306 1.30581   1.30384 1.29776 1.22491 1.38693 0.08062 10.14682  10.14852 10.14557 10.06835 10.22462  0.0719  -2.775    0.107  -3.048    0.238  -7507.0677   21.1972   -710.8735   18.4583   111.0864   4.2596  7541.3065   19.4635 1.99  139    67.87
         ngc_5764    320.972      5.874  0.11056 0.047732   0.041423 0.033888  0.02667 0.069605 0.023836 0.175687   0.178872 0.195628 0.143553 0.206293 0.028522  0.35138   0.366067 0.400061 0.173126 0.514558 0.158585  -0.492971          nan  -0.476573        nan        nan  0.348611 0.61       94     89  1.0   923.85352   901.08191   883.65388   782.65142  1083.50028     161.094  0.11957  0.31023   0.1318  0.24696  0.70239 0.21166   9.2706  9.26814 9.26854 9.23136  9.31465  0.0366 0.39977   0.40187 0.39325 0.37383 0.42991 0.02918 1.64847   1.63929 1.62578 1.57497 1.72378 0.07822 11.47836  11.48393 11.49972  11.3983 11.55671 0.07734  -3.377    0.097  -2.271    0.092  -6810.9829   54.6485  -1237.6787   44.3672   223.7099   7.5235  6926.1566    45.777 1.16  108   37.502
         ngc_5822     321.57       3.63 0.812128  0.26966   0.267064  0.26426 0.239341 0.299915 0.031155 0.999908   0.998746 0.998815 0.927938 1.071481  0.07189 0.067122   0.059617 0.035629 0.018621  0.11745  0.04637   -0.12954          nan  -0.141926        nan        nan  0.578496 0.35      666    684  1.0   2500.9867  2518.85817  2520.68613  2217.27769  2731.74136   247.09901  0.04909  0.20473 -0.03138  0.19982  0.21063 0.00923   9.0178  9.02047 9.02091 9.00694  9.03453 0.01441 0.41493   0.41532 0.41628 0.40457 0.42339 0.00902 0.38194   0.39806 0.42806  0.3068 0.43715 0.05598  9.54128   9.53845  9.53291  9.51588  9.57018 0.02537  -7.475    0.211  -5.489    0.214  -7698.8998   17.4486   -508.6591   13.8283     76.413    3.881  7716.0495   16.5428 2.86  751  176.672
         ngc_5823    321.118      2.459 0.323751 0.094592   0.092626  0.09067 0.078263 0.109905 0.017017  0.37165   0.366481 0.355692 0.321977 0.420183 0.052002 0.210495   0.215609 0.223879 0.133377 0.286722 0.075787  -0.268677          nan  -0.257537        nan        nan  0.245156 0.71      524    519  1.0  3955.50712  3962.71687  3989.02468   3666.5857   4193.5298   277.71336 -0.04392  0.03934 -0.08687 -0.15855  0.08238 0.11177  8.35674  8.35146 8.35066 8.34655  8.39777 0.02867 0.42002   0.41835 0.41341 0.40902 0.43235 0.01186 1.84588   1.85005 1.85095 1.81841 1.86775 0.02489 11.16763  11.13227 11.12816 11.11416 11.26867 0.07726  -3.714    0.102  -2.407    0.105  -6931.2672    50.682  -1133.2093   40.7976    99.5249   6.5735  7023.7501   43.6547 2.61  645  185.383
         ngc_5925    324.363      1.735  0.52288  0.13172   0.129502 0.126365 0.113402 0.150332 0.019051 0.727114   0.719653 0.706553 0.628653 0.826786 0.098303 0.223426   0.228335 0.236075  0.15591 0.289764 0.067673  -0.005203          nan  -0.029447        nan        nan  0.189793  0.7      685    679  1.0  2820.70733  2824.22407  2826.53442  2801.48607  2835.50392    17.51851   0.2309  0.15821  0.23249  0.03333  0.16956 0.06211  8.75553  8.75554 8.75527  8.7494  8.76206 0.00661 0.39278   0.39106 0.38883 0.38734 0.39665 0.00537 1.30037   1.30038 1.29853 1.28528 1.31702 0.01533 10.56681  10.56671 10.56476 10.55504 10.57994 0.01219  -4.358    0.118  -5.119    0.115  -7176.8426   32.6587   -832.9348    23.282    65.9748   6.8244  7226.0512   30.0576 2.18  550  192.029
         ngc_5999    326.008     -1.936 0.128159 0.058634   0.055475 0.051471 0.044269 0.072819 0.015941    0.165   0.162543 0.158286  0.13867 0.191568 0.026538 0.172627   0.171917 0.181681 0.064491 0.273596 0.096304   0.191154          nan   0.173378        nan        nan  0.437933 0.75      476    471  1.0  4125.93236  4083.17405  4018.39196    3785.183  4447.78998   359.49325  0.24322  0.19262  0.24248  0.04043  0.31944 0.11435  8.50736  8.54928 8.54995 8.40012   8.5513 0.06866 0.47501   0.47579 0.47711 0.46105 0.49053 0.01491 1.83423   1.80891 1.80616 1.80125  1.9109 0.05076 12.12511  12.11443 12.11219 12.10445 12.17708 0.03759  -3.415    0.079  -4.222    0.088  -6025.9501   147.535  -1560.3307   99.6715   -75.4443   7.4043   6224.492  118.4414 1.92  486  106.395
         ngc_6005     325.78     -2.989 0.142039 0.033069   0.032369 0.031227  0.02715 0.038762 0.006224 0.220519   0.220898 0.218766 0.185242 0.257398  0.03346 0.252451   0.259326 0.278945 0.151699 0.348385 0.097014   0.530127          nan   0.549843        nan        nan  0.246664 0.75      444    433  1.0  3224.35959  3138.92547  3078.37076  2911.78228  3698.20738   303.39672  0.08429  0.14009  0.07566  0.12866  0.14692 0.02872  9.10493  9.10457 9.10399 9.10132  9.10938  0.0044 0.44373   0.44337 0.44483 0.43133 0.45542 0.01131 1.49094   1.49542 1.49728 1.47689 1.49958 0.01044 11.72426  11.72577 11.72665 11.70682 11.73914 0.01457  -4.036    0.072  -3.817    0.068  -6238.6668   93.9533  -1428.7593   64.4203  -111.9199   7.3622  6400.9128   77.7774 1.74  422   96.967
         ngc_6025    324.536     -5.869 0.567737 0.263542   0.248468 0.229971 0.197545 0.331189 0.072363 0.661453   0.651135 0.633726 0.579292 0.745125 0.083371 0.074133   0.066133 0.040688 0.019732  0.12806 0.052584  -0.192177          nan  -0.458519        nan        nan  0.774945 0.41      307    316  1.0   934.38245   917.52354    901.8434   811.61754  1050.84122   115.55728 -0.13968 -0.15329 -0.21207 -0.21114  0.09187 0.14158  8.00565  7.96885 7.94051 7.92316  8.11819 0.09263 0.43095    0.4303 0.42825 0.41818 0.44545 0.01291 0.74975   0.75642 0.75592 0.69548 0.80735 0.06246  9.40185   9.40265  9.41081  9.36415  9.43547 0.03452  -2.974    0.146  -3.058    0.135  -7720.3015   10.0668   -442.0768    7.7307   -53.3079   3.5159  7733.0343    9.6845 2.71  337  100.243
         ngc_6031    329.287     -1.502 0.084844 0.030117   0.025368  0.02039 0.016502 0.043881 0.016479 0.122568   0.122829  0.11778 0.092413 0.154705 0.027356 0.238295   0.229624 0.136062 0.072532 0.405155 0.148884   0.028038          nan   1.148111        nan        nan  1.044569 0.78       84     95  1.0   699.82017   669.82238   646.55745   596.60068   811.29889    95.96763 -0.06154  0.07566 -0.07029  0.04473  0.09175 0.07499  8.24545  8.24967 8.25197 8.11935  8.34235 0.09916 0.46087   0.46154  0.4681 0.44056 0.48252 0.02481  1.4794   1.48675 1.49554 1.42028   1.536 0.05838  10.9846   10.9816 10.97092 10.91654 11.06326 0.06654  -2.176    0.158   -3.06    0.086  -6779.9159  149.3678   -928.6073   89.9215   -25.1667    5.926  6843.1023  134.2987 1.89  146   28.971
         ngc_6067     329.74     -2.213 0.311488 0.094364    0.09348 0.092067 0.083416 0.105368 0.011133 0.426694   0.422742 0.417012 0.381293 0.472144 0.047458 0.271605   0.272893 0.275277 0.225342 0.318491 0.046382   0.086257          nan   0.086168        nan        nan  0.114388 0.77     1456   1452  1.0  6707.52242  6691.30029  6236.13976  6131.00435  7295.27337   534.46525  0.13794   0.0275  0.20451  0.01848  0.03316 0.00726  8.36365  8.30411 8.27166  8.2591  8.45286 0.09495 0.45503   0.45547 0.45426 0.44699  0.4631 0.00793 0.98667   1.00326 0.92081 0.91606 1.06788 0.06879 11.44272  11.42662 11.41067 11.38744 11.52874 0.06154  -1.966    0.104  -2.584    0.112  -6558.3253   59.5538  -1038.2087   35.3254   -57.9249   6.4458  6640.5885   53.5121 2.91 1203  208.293
