             NAME       GLON       GLAT     r_cl r_c_mean r_c_median r_c_mode r_c_16th r_c_84th  r_c_std r_t_mean r_t_median r_t_mode r_t_16th r_t_84th  r_t_std ell_mean ell_median ell_mode ell_16th ell_84th  ell_std theta_mean theta_median theta_mode theta_16th theta_84th theta_std   CI n_memb_k n_memb  a_f      M_mean    M_median      M_mode      M_16th      M_84th       M_std   z_mean z_median   z_mode   z_16th   z_84th   z_std   a_mean a_median  a_mode  a_16th   a_84th   a_std bf_mean bf_median bf_mode bf_16th bf_84th  bf_std Av_mean Av_median Av_mode Av_16th Av_84th  Av_std  dm_mean dm_median  dm_mode  dm_16th  dm_84th  dm_std    pmRA pmRA_std    pmDE pmDE_std         Xgc   Xgc_std         Ygc   Ygc_std        Zgc  Zgc_std        Rgc   Rgc_std  lkl N_cl    t_rlx
----------------- ---------- ---------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- ---------- ------------ ---------- ---------- ---------- --------- ---- -------- ------ ---- ----------- ----------- ----------- ----------- ----------- ----------- -------- -------- -------- -------- -------- ------- -------- -------- ------- ------- -------- ------- ------- --------- ------- ------- ------- ------- ------- --------- ------- ------- ------- ------- -------- --------- -------- -------- -------- ------- ------- -------- ------- -------- ----------- --------- ----------- --------- ---------- -------- ---------- --------- ---- ---- --------
         ngc_6087    327.744     -5.417 0.473839 0.130417   0.125469 0.117511 0.102637 0.157641 0.030366   0.6764    0.66961  0.65102 0.570925 0.788606 0.104187  0.13873   0.130516 0.080586 0.042075 0.233581 0.088878   0.371441          nan   0.455969        nan        nan  0.561958 0.51      229    243  1.0  1044.35438  1059.94978  1100.17802   923.92676  1134.95085    99.20345  0.09409  0.07707  0.13084  0.01808  0.14622  0.0712  7.94707  7.94913 7.95761 7.89464  7.97466 0.05832 0.43685   0.43662 0.43452 0.42606  0.4507  0.0128 0.69373   0.68916 0.67375 0.64162 0.74519 0.05383  9.96789   9.97587  9.99005   9.9233 10.00696 0.03834  -1.598    0.134    -2.4     0.12   -7532.069   16.5412   -509.8638   11.0189   -66.1314   4.1879  7549.5541   15.8331 2.55  285  124.192
         ngc_6124    340.735      6.012 1.708279  0.18564   0.185134 0.184297 0.173904 0.197565 0.011939 1.923872   1.919692 1.910509 1.806762 2.039263 0.116567 0.128479   0.129473 0.131437 0.094395 0.163118 0.034682  -0.132664          nan  -0.122741        nan        nan  0.150594 0.22     1419   1416  1.0  5866.79988  5919.10554  6050.33579   5481.0811  6185.14521   410.27288 -0.13771 -0.12184 -0.16442  -0.1293 -0.11333 0.03181  8.56187  8.55265 8.55061 8.54836   8.5607 0.02787 0.41872   0.41822 0.41734 0.40795  0.4304 0.01122 2.28777    2.3034 2.31783 2.23523 2.33354  0.0461  8.87828   8.87194   8.8465   8.8355  8.91999 0.03601  -0.223    0.306  -2.117    0.289  -7756.3732    12.433   -203.5629    8.1765    89.9785   6.4695  7759.5357   12.3766 2.27 1562  229.023
         ngc_6134    334.915      -0.21  0.51577 0.068858   0.068472 0.067562 0.062711 0.075152 0.006225 0.708024   0.706052 0.702763 0.656233 0.759324 0.052392 0.095502   0.095926 0.099976 0.046072 0.141969 0.046468  -0.268326          nan  -0.289186        nan        nan  0.332965 0.25      850    847  1.0  4485.85538  4494.24624   4488.2849  4103.02177  4874.40621   361.96842  0.04349  0.03978   0.0903  0.03692  0.04596 0.00849  9.16683  9.15415 9.15136 9.14888  9.19497 0.02091 0.41343   0.41343 0.41497 0.40399 0.42183 0.00979 1.03125    1.0123 0.99632 0.98607 1.12415 0.05495  10.1428  10.15078 10.15796 10.09639 10.18415 0.03597   2.152    0.175  -4.442    0.164  -7323.1399   34.6453   -475.8162   16.7606     19.659   3.6163  7338.6582   33.5457 2.91  960   112.59
         ngc_6152    332.939     -3.168 0.320641 0.214086   0.213423 0.212234 0.159076 0.269182 0.051795 0.338032   0.328388 0.313719 0.292437 0.384139 0.050989 0.173611   0.162062 0.105337 0.056561 0.290189 0.109109   0.288122          nan   0.295259        nan        nan  0.551772 0.86      355    380  1.0  1591.73524  1621.08825  1649.64149  1361.43239  1771.98777   172.93147  0.19034  0.03567   0.2379  0.01601  0.48516 0.20834  8.47432  8.49258 8.49991 8.41589  8.51045 0.04805 0.44232   0.44108 0.44158 0.42761 0.45791 0.01435 1.01138    1.0095 1.00639 0.98178 1.04736 0.04144 10.99768  10.98222 10.96198 10.93831 11.06782 0.06076  -2.581    0.091  -4.988    0.076  -6910.9119   27.3891   -727.3714    16.347   -65.1637   7.4963  6950.6645    25.841 2.12  307  175.689
         ngc_6167     335.24     -1.429 0.390072 0.155241   0.154709 0.154256 0.142199 0.168044 0.013233 0.486234    0.48582 0.484972 0.466978  0.50552 0.019424 0.042009   0.036372   0.0214 0.010926 0.073882 0.030557  -0.232891          nan  -0.500004        nan        nan  0.708866 0.59     1931   1962  1.0  7657.42176  7688.96075  7785.83423  7204.43196  8071.31043   478.93941  0.13779   0.1525  0.17889  0.14915  0.15484 0.00911  7.97225  7.95032 7.95064 7.94752  8.05109 0.07595 0.45481   0.45469 0.45483 0.44453 0.46484 0.00998 2.61463   2.61766 2.61767 2.53116 2.69572 0.07566 10.55772  10.56099 10.61243 10.48142 10.62345  0.0674  -0.674    0.152  -2.837    0.146  -7027.6831   61.4659   -604.9084   28.6904   -13.3474   3.5862  7053.7451   58.7583 1.86 1280   201.07
         ngc_6178    338.408      1.219 0.193349 0.027718   0.023096  0.01931 0.015167 0.038797 0.016837 0.237122   0.232153 0.208053 0.161033 0.318866 0.071688  0.25031   0.230582 0.184072 0.073359 0.426536 0.162718   0.378163          nan   0.507547        nan        nan  0.784437 0.71       35     38  1.0   165.52789   154.01741   140.78198   110.94595   216.54971    59.50546  -0.3437 -0.41521 -0.29962 -0.63371  0.56143  0.5372   7.1739  7.18578 7.21348 7.04602  7.29014 0.12481 0.54851   0.55556 0.55407 0.48889     0.6 0.05454 1.40604   1.45535 1.55988 1.02533 1.76381 0.34793  9.71888   9.71889  9.71908  9.68436  9.75332 0.03269   0.395    0.128  -3.377    0.099  -7503.7612   11.0192    -330.666    4.5353     43.549   1.3466  7511.1696   10.8213 1.78   45   11.409
         ngc_6192    340.647       2.14 0.265127 0.053341   0.052752  0.05158 0.047674 0.059264 0.005765 0.336735   0.334506 0.330547 0.307996 0.365521 0.029688 0.090155   0.087662 0.085616  0.03292 0.144548 0.052124  -0.886311          nan  -1.037375        nan        nan  0.615623 0.29      625    627  1.0  3935.75793  3913.23564  3818.83642  3667.75519  4222.08297   279.76922 -0.00775  0.24549   0.1072  0.24265  0.24961 0.05004  8.49235  8.45489 8.45769 8.40659  8.60136 0.09899 0.41521   0.41471 0.41655 0.40294 0.42794 0.01269 2.00554   2.01608 2.04048 1.97059 2.05353 0.07043 10.84861  10.84864 10.77706 10.75117  10.9359 0.08544   1.626    0.166  -0.198    0.127  -6775.5472   75.5071   -549.8026   27.0209    83.7502   4.1384  6798.2431   73.0595 2.12  687   78.158
         ngc_6193    336.694     -1.576 0.476806 0.066311   0.065981 0.065318 0.059868  0.07281 0.006464  0.90521    0.91366 0.932522 0.867485 0.942535 0.038456 0.310902   0.313009 0.316676 0.268135  0.35395 0.043562  -0.469283          nan   -0.47298        nan        nan  0.087705 0.38      703    700  1.0  1099.60024  1077.31332  1038.11919   922.63198  1287.07204   178.08435 -0.26571 -0.38305 -0.14651 -0.45037 -0.35409 0.05358  6.32082  6.34267 6.37768 6.20826  6.38564 0.07472 0.45122   0.45009 0.44833 0.43194 0.46853 0.01955 1.76706   1.77938 1.78354 1.72273 1.81068 0.05013 10.37468  10.37131 10.34135 10.32873 10.43485 0.05512   1.298    0.289  -4.031     0.27   -7234.973   47.1833   -476.8443   20.5795    -9.6623   2.4621  7250.6208   45.7553 2.52  551   63.651
         ngc_6204    338.552     -1.046 0.209774  0.03001   0.029545 0.028805 0.025067 0.034866 0.005011 0.343403   0.344903  0.34651 0.301636 0.385815  0.04007 0.112301   0.104938 0.048178 0.030691 0.192111  0.07531   0.225334          nan   0.383101        nan        nan  0.623499 0.47      274    292  1.0  1258.95374  1257.49677  1253.67746   1085.6329  1419.17911   174.29065 -0.03354 -0.11402  0.04398  -0.4753  0.04095 0.21707  8.24813  8.25278 8.25916 8.10127  8.39583 0.11816 0.39916   0.40068 0.39999 0.38356 0.41438   0.017 1.43439   1.43654 1.43428 1.34169 1.52416 0.07701 10.30731  10.29853 10.27471 10.22914 10.38784 0.07261  -0.739     0.14   -0.61    0.133  -7240.6931   33.3819   -431.7028   13.2585     1.9746   2.0079  7253.6026   32.5439 2.05  298   32.267
         ngc_6208    333.754     -5.741 0.441726 0.072088   0.071051 0.068967 0.062662 0.081834 0.009806 0.742104   0.749755 0.762799   0.6524 0.833936 0.085327 0.085867   0.074112 0.044181 0.022825 0.151281 0.061156   0.122322          nan   0.303958        nan        nan  0.723211 0.56      382    395  1.0  1741.07948  1734.86268  1761.95579   1514.0419  1964.41529   238.34782 -0.11572  0.19096 -0.09229 -0.34383  0.19522 0.26045  9.30472  9.32038 9.32221 9.27019  9.32436 0.02497 0.44797   0.44751   0.449 0.43646 0.45856 0.01217 0.73675   0.72983 0.72519 0.64165 0.84821 0.08807 10.33993  10.37252 10.40082 10.20135 10.42678 0.09199  -0.998    0.125  -1.526    0.104  -7301.5769   26.2039   -510.7668    13.378   -92.1627   4.7165  7320.6915    25.253  2.4  368    85.55
         ngc_6216    340.671      0.019 0.150057 0.067768   0.063962 0.056705 0.047429  0.08892 0.021263 0.165698   0.161089 0.154745 0.137166 0.192984  0.03018 0.203145   0.205418 0.226033 0.078672  0.31945 0.109538   0.474353          nan   0.480137        nan        nan  0.450382 0.74      291    284  1.0   3512.3483  3534.80478  3726.90546  3118.68077   3877.9356   360.24912 -0.04547  0.14148  -0.0138  0.03906  0.14862 0.09004  8.07392  8.09859 8.10767  7.9795   8.1416 0.08299 0.45904   0.45913 0.45604  0.4399 0.47596 0.01748 2.71702   2.72037 2.72326 2.69095 2.74608 0.03223 11.58023  11.57289 11.57446 11.46766 11.66376 0.09303  -1.318    0.113  -2.559    0.102  -6014.8947  189.9907   -816.0684   66.5617    20.2585   3.4078  6070.1848  179.2707 1.77  426  102.024
         ngc_6231    343.476       1.19 0.346498  0.08169   0.081648 0.082263 0.069914 0.092373 0.011001 0.512119   0.508874 0.504106  0.44804 0.577367 0.064278 0.381228   0.413446 0.434166 0.265707 0.459951 0.088482   0.751325          nan   1.074208        nan        nan  1.038633 0.67     1029    993  1.0  4889.01082  4892.46114  4900.02218  4724.59603   5042.9934    236.1734 -0.21881 -0.13494 -0.26038 -0.14936 -0.12622 0.01077  6.81403  6.80759 6.80658 6.80294  6.84309 0.01827  0.4821   0.48202 0.48888 0.46832 0.49401 0.01236 1.78402    1.7926 1.79377  1.7609 1.80256 0.03171 10.76756  10.76878 10.76979 10.75978 10.77356 0.01321  -0.566    0.164  -2.188    0.161  -6792.2532   86.0411   -458.6677   25.7542    54.7949   3.4704  6807.9194    84.104 2.95 1168  142.846
         ngc_6242    345.454      2.464 0.357953 0.101255   0.099752  0.09775 0.087959 0.114249 0.013872 0.436872   0.433666 0.426684 0.394796 0.479295 0.042673 0.270303   0.271959 0.274286 0.223912 0.316513 0.046763   0.367666          nan   0.367699        nan        nan   0.10315 0.42      631    629  1.0  3159.23825  3112.77615  3102.07666  2912.79346  3407.22466   243.58604   0.0022 -0.00273  0.01458 -0.10271  0.08445 0.08429  7.71683  7.70536 7.69806  7.6898  7.75574 0.04666 0.45824    0.4595 0.46016 0.44477 0.47128 0.01284 1.35802   1.35416 1.34959  1.3412 1.37425 0.02081 10.55487  10.55626 10.55657 10.54077 10.57153 0.02167   1.105    0.165  -0.863    0.147  -7105.2658   38.8149   -320.3876   10.8356    77.6751   3.6738  7112.7607   38.3049 2.61  685  110.276
         ngc_6249    341.545     -1.202 0.149527 0.030511   0.029702 0.028634 0.023736 0.037148 0.007029 0.269559   0.274139 0.284984 0.247712 0.291298 0.022326 0.114795   0.095482  0.04894 0.025395 0.208452 0.088751  -0.340593          nan  -0.984865        nan        nan  0.909618 0.51      184    194  1.0   372.66171   369.42752   357.63493   299.80826   425.50392    66.80023 -0.14485 -0.15099 -0.13747 -0.26151   0.0719  0.1585  7.36514  7.36937 7.37995 7.29674  7.41897 0.06624 0.41677    0.4125 0.40293   0.375   0.452 0.03978 1.71532   1.72077 1.74016 1.59829   1.828 0.11105 10.29375  10.29116 10.28635 10.23352 10.35394  0.0607   1.642    0.159  -3.406    0.111  -7209.9825   38.0545   -375.4686   12.7928    -1.3738    1.518  7219.7361   37.3503 1.88   81   10.103
         ngc_6250    340.678     -1.936 0.224281 0.054819   0.047112 0.039644 0.032101 0.081102 0.025452 0.177986   0.166327 0.151368 0.130024 0.226924  0.05283 0.182887    0.16482 0.093993 0.054028 0.315937 0.122582  -0.147543          nan  -0.187159        nan        nan  0.651565 0.66       49     54  1.0   351.45719   347.71955    291.2454   280.06842   421.93103    67.84157 -0.44332 -0.33255 -0.45769 -0.52532 -0.05358 0.22389  7.24673  7.24016 7.23737 7.20592  7.29336  0.0497 0.54917   0.54237 0.54159 0.51695 0.58475 0.03363 1.50507   1.51374 1.53018 1.42581 1.57844 0.07618  9.87954   9.87762  9.87111  9.82799   9.9318 0.05005   0.362    0.173  -2.382    0.114  -7421.4832   26.3941   -322.8985    9.5875    -8.8175   1.9662  7428.5691   25.9634 1.96  119   19.958
         ngc_6253    335.459     -6.257 0.225981 0.039157   0.038861 0.038613 0.035146 0.043109 0.004068 0.320455   0.319693 0.318408 0.292509 0.347435 0.027762 0.053333   0.047952 0.034424 0.015405 0.090284 0.036754  -0.131383          nan  -0.222097        nan        nan   0.79288 0.46      721    732  1.0  5642.13077  5642.72475  5701.82651  5472.04762  5766.77092   185.00312  0.13637  0.02805   0.1327  0.02401  0.03307  0.0191   9.5499  9.54981 9.54815 9.54687  9.55321 0.00308 0.40716   0.40881 0.40955     0.4 0.41258 0.00738 0.82191   0.82413 0.82472  0.8202 0.82682 0.00935 11.01588  11.01625 11.01653 11.00857 11.02311 0.00837  -4.556    0.111  -5.289    0.114  -6826.5746   62.9409   -690.9836   28.9085  -160.2403   8.4076  6863.3493   59.5318 2.03  817   85.993
         ngc_6259    341.983     -1.535 0.248401 0.100822   0.099574 0.097509 0.088529 0.113042 0.012825 0.333539   0.334424 0.336794 0.304233 0.361259 0.028193 0.137116   0.137762 0.145853 0.060763  0.20887 0.069062  -1.051507          nan  -1.172538        nan        nan  0.607096 0.76     1268   1257  1.0 12817.46821 12866.79348 12945.01943 11889.34382 13741.42402   881.91726  0.25519  0.24141  0.27326   0.2394  0.43499 0.08819  8.63557  8.60153 8.60034 8.59962  8.69975 0.04601 0.45803   0.45833 0.45999 0.44922 0.46615  0.0085  1.9957   2.02976 2.03694 1.91517 2.04705 0.06485 11.62591  11.65816 11.67512 11.48227 11.71532 0.09732  -1.036    0.119  -2.893    0.118  -6167.4637  187.2856   -706.6822   60.9838   -41.4371   7.1416  6208.1115   178.751 2.52 1542  388.379
         ngc_6268    346.047      1.315 0.222879 0.071021   0.067772 0.064186 0.054508 0.086278 0.018812 0.320021   0.316915 0.308692 0.265929 0.376771 0.052633 0.136936   0.126632 0.071947  0.04014  0.23501   0.0901  -0.084481          nan  -0.102945        nan        nan   0.56883 0.46      196    209  1.0  1122.13863  1102.50312  1098.42033   985.10304  1286.66724   138.11098 -0.01622 -0.16331 -0.09993 -0.21079 -0.12993 0.14014  8.56502    8.557 8.54518 8.52751  8.60956 0.04476 0.40255   0.40179 0.40341 0.38393 0.41964 0.01816 1.34265   1.37498  1.4254 1.24387 1.44338 0.10181 10.90639  10.90742  10.9012 10.86111   10.959  0.0514   0.932    0.102    -0.8    0.093  -6858.6106   52.4762    -366.589   13.6974    56.7657   3.2508  6868.7767   51.6944 2.03  224   68.317
         ngc_6281    347.764       1.99 0.462719 0.144777   0.142031 0.138602  0.12303 0.166098 0.022619 0.603686   0.600832 0.598556  0.53714 0.669838  0.06698 0.105657    0.09955 0.066542 0.034125 0.176207 0.066535   -0.03284          nan   0.008785        nan        nan  0.520354 0.33      329    342  1.0  1225.94642  1191.37222  1138.19934  1089.79667  1364.92422   166.15598  0.11215  0.13262  0.10565   0.0752  0.51401 0.23931  8.65326  8.67101 8.67337 8.64539  8.67432 0.04965 0.40694   0.40612 0.40738 0.39796 0.41633 0.00926 0.45694   0.45687 0.43828 0.41254 0.50953  0.0489  8.55554   8.54885  8.53569  8.52167   8.5936 0.03457  -1.884    0.224  -4.046    0.231  -7825.7562    9.9192   -111.5683    3.1514    43.4858   2.1994  7826.6401    9.8865 2.79  493   53.451
         ngc_6318    347.902     -0.686 0.130994 0.073126   0.068176 0.061332 0.051356 0.098245 0.023017 0.162996   0.160359 0.156861  0.14108 0.184549 0.022407 0.146807   0.141784 0.137552 0.050059 0.239555 0.086434   0.299037          nan   0.263155        nan        nan  0.542309 0.71      396    398  1.0  2692.28051    2593.702  2431.46706    2168.337  3209.77601   537.68777 -0.50571   0.5722 -1.02233  0.20161  0.98449 0.37423  6.85463  6.57447 6.57035 6.56764  7.44039 0.36093 0.50868   0.50853 0.50612 0.47099 0.54608 0.03519 3.99923   4.01631 4.03307 3.92488 4.06492   0.071 11.74645  11.78194 11.79961 11.62181 11.85373 0.09956  -0.754    0.093  -2.479    0.102  -6099.5422   86.9807    -478.888   18.9308     -7.573   3.5178  6118.6344   85.2963 1.58  296   88.308
         ngc_6322    345.285     -3.071 0.150338 0.025218   0.023376 0.021337 0.017505 0.032567 0.008994 0.233865   0.237846 0.254131 0.188844  0.27994 0.042306 0.182935   0.165192 0.094779 0.051222 0.316206 0.124431   0.508599          nan    0.90888        nan        nan  0.740896 0.65       82     90  1.0   458.90939   460.30422   514.52566   332.56119   557.62885   114.74778 -0.14635  0.16278 -0.22543 -0.19529  0.39939 0.25433  6.95647  6.93981 6.91742 6.88156  7.04522 0.08401 0.43906   0.44444 0.44787 0.40404 0.47475 0.03728 2.01509   2.01814 2.02248  1.9176 2.11059 0.09656 10.31715  10.30928  10.2947 10.21821 10.42259 0.10033   0.058    0.159   -2.29    0.129  -7125.2635   44.4656   -318.7845   11.9742    -44.123   3.6021   7132.304   43.9041 1.79  100   19.413
         ngc_6357    353.166       0.89 0.134583 0.045564    0.04462 0.043332  0.03681 0.054212  0.00902 0.266247   0.267101   0.2681 0.263888 0.268635 0.002915 0.024637   0.016746 0.008098 0.003838 0.045381 0.025124   0.210698          nan   0.416748        nan        nan  0.759531 0.44     1112   1122  1.0   620.10381    616.0679    609.3534   530.77037   709.39141    90.44694  0.20545  0.45932  0.27457  0.44453  0.84858 0.20968  6.02134   6.0103 6.00642 6.00361  6.03993 0.02823 0.46027   0.46154 0.47026 0.42308     0.5 0.03675 3.10399   3.01398 2.98188 2.89902 3.27777 0.31123 10.92302    10.915 10.89979 10.88339 10.96074 0.04216  -0.812    0.187  -2.043    0.283  -6556.2836   59.8889   -212.9123    7.6947      48.18   3.6403  6559.9861   59.6222 0.68  156   36.189
         ngc_6383    355.672      0.057 0.236321 0.031685   0.030138 0.029246 0.025934 0.035681 0.012595  0.38504   0.387924 0.386105 0.329726 0.442133 0.051825 0.374792   0.378089 0.381625 0.311481 0.436375 0.063133  -1.348302          nan  -1.416181        nan        nan  0.891288 0.38      256    255  1.0   758.01391   692.63191   644.17378   621.01561   940.39935   143.52251 -0.41428 -0.35098 -0.45267 -0.45921 -0.33188 0.10397  6.42615  6.42773 6.39935 6.38787  6.47734 0.03989 0.44943   0.45013 0.45619 0.42967 0.46803 0.01933 1.36595   1.36187 1.35305 1.32947 1.40416 0.03672 10.35449  10.36544 10.36795 10.27814 10.43479 0.08874   2.524    0.214  -1.723    0.181  -7210.3583   61.2947    -85.7356    5.1913    24.5507   3.0558  7210.9136   61.2358  1.7  394   58.653
         ngc_6396    353.941     -1.766 0.076993 0.043764   0.041606 0.035402 0.026984 0.061502 0.016386 0.090014   0.085391  0.07793 0.070625 0.111585 0.020772 0.272105    0.26742 0.269949 0.106797 0.431538  0.14901   0.853382          nan   1.063806        nan        nan  0.689298 0.75       92     92  1.0  1247.80301  1214.16328  1206.34657  1071.52441  1441.46993    175.6866   0.0833  0.35782  0.05588  0.18445  0.82157 0.27929  7.24211  7.21169 7.20574 7.19215  7.30965 0.09807 0.50337   0.50376 0.49762 0.46617 0.54135 0.03615 3.29652   3.28794 3.27678 3.24197  3.3558 0.05848 11.63382  11.63098 11.62529 11.54426 11.71852 0.08931  -0.479    0.125  -2.055    0.107  -5673.6188  165.6106   -282.5514   17.6956   -63.6429   6.0559  5681.0157  164.4817 1.29  137   22.028
         ngc_6400    352.579     -3.254 0.263419 0.068246   0.065978 0.062676 0.052934 0.083361 0.016161 0.349498   0.344563 0.323778 0.282213 0.419883 0.066699 0.155305   0.149031 0.143565 0.050513 0.257367 0.094973  -0.001024          nan  -0.088392        nan        nan  0.518196  0.6      223    225  1.0  1097.70384  1109.78801   988.93272   960.05338   1240.8302   128.00394  0.17019  0.16376  0.18144  0.01362  0.23276 0.10244  8.55547  8.56813 8.59354 8.48847  8.60501 0.06279 0.44823    0.4486 0.45423 0.42523 0.47196 0.02175 1.35389   1.34756 1.34375 1.30544 1.40838 0.05574 10.29356  10.29099 10.28165 10.25163 10.33731 0.04243   0.501    0.132  -2.588    0.115  -7122.8664   37.8178   -157.7011    5.8253   -46.1585    3.798  7124.6756   37.6873 2.01  219   38.087
         ngc_6404    355.683     -1.173 0.219291 0.081588   0.078945 0.075392 0.065809  0.09726 0.016778 0.249218   0.246447 0.238792 0.215253 0.283488 0.033642 0.116279   0.113238 0.111768 0.042314 0.186358  0.06708   0.288755          nan   0.295266        nan        nan   0.47852  0.7      647    649  1.0  8032.11331  7995.55371   7793.0437  7617.05865  8423.76287   431.10234  0.25632  0.43507  0.27039   0.4332  0.43611 0.01857  8.46791  8.44935 8.41414  8.3995  8.59823 0.08015 0.48047   0.48063 0.48172 0.46275 0.49824 0.01807 3.93248   3.93148 3.92628 3.92139 3.94538 0.01266 11.73376  11.73866  11.7404 11.69775 11.77547 0.03211   0.153     0.11  -0.735    0.108   -5606.342  242.9767   -205.8396   18.7531   -37.7732   6.7828  5610.1903  242.0801 1.17  571  168.434
